order_id,customer_id,merchant_id,product_id,order_day,order_value,device_id,address_id,payment_fp_id,round
O025170,C0002868,M0013,P000169,79,14.39,D002869,A002869,PF002869,0
O025171,C0002868,M0014,P000176,86,12.26,D002869,A002869,PF002869,0
O025172,C0002868,M0008,P000113,137,18.48,D002869,A002869,PF002869,2
O025173,C0002868,M0015,P000193,167,19.24,D002869,A002869,PF002869,3
O025174,C0002868,M0026,P000340,178,21.38,D002869,A002869,PF002869,3
O025175,C0002868,M0026,P000334,190,10.74,D002869,A002869,PF002869,4
O025176,C0002868,M0009,P000133,208,30.88,D002869,A002869,PF002869,4
O025177,C0002868,M0004,P000067,209,31.84,D002869,A002869,PF002869,4
O025178,C0002869,M0019,P000242,106,25.44,D002870,A002870,PF002870,1
O025179,C0002869,M0019,P000242,124,25.44,D002870,A002870,PF002870,2
O025180,C0002869,M0019,P000242,135,25.44,D002870,A002870,PF002870,2
O025181,C0002869,M0018,P000227,140,21.92,D002870,A002870,PF002870,2
O025182,C0002869,M0018,P000227,147,21.92,D002870,A002870,PF002870,2
O025183,C0002869,M0018,P000227,153,21.92,D002870,A002870,PF002870,3
O025184,C0002869,M0018,P000227,156,21.92,D002870,A002870,PF002870,3
O025185,C0002869,M0019,P000242,161,25.44,D002870,A002870,PF002870,3
O025186,C0002869,M0018,P000227,161,21.92,D002870,A002870,PF002870,3
O025187,C0002869,M0019,P000242,165,25.44,D002870,A002870,PF002870,3
O025188,C0002869,M0018,P000227,184,21.92,D002870,A002870,PF002870,4
O025189,C0002869,M0019,P000242,199,25.44,D002870,A002870,PF002870,4
O025190,C0002869,M0018,P000227,201,21.92,D002870,A002870,PF002870,4
O025191,C0002869,M0018,P000227,205,21.92,D002870,A002870,PF002870,4
O025192,C0002870,M0019,P000242,73,25.44,D002871,A002871,PF002871,0
O025193,C0002870,M0018,P000227,75,21.92,D002871,A002871,PF002871,0
O025194,C0002870,M0019,P000242,76,25.44,D002871,A002871,PF002871,0
O025195,C0002870,M0018,P000227,98,21.92,D002871,A002871,PF002871,1
O025196,C0002870,M0019,P000242,105,25.44,D002871,A002871,PF002871,1
O025197,C0002870,M0018,P000227,107,21.92,D002871,A002871,PF002871,1
O025198,C0002870,M0018,P000227,108,21.92,D002871,A002871,PF002871,1
O025199,C0002870,M0019,P000242,124,25.44,D002871,A002871,PF002871,2
O025200,C0002870,M0018,P000227,143,21.92,D002871,A002871,PF002871,2
O025201,C0002870,M0018,P000227,158,21.92,D002871,A002871,PF002871,3
O025202,C0002870,M0018,P000227,164,21.92,D002871,A002871,PF002871,3
O025203,C0002870,M0019,P000242,185,25.44,D002871,A002871,PF002871,4
O025204,C0002870,M0019,P000242,188,25.44,D002871,A002871,PF002871,4
O025205,C0002871,M0009,P000128,67,42.82,D006187,A006187,PF006187,0
O025206,C0002871,M0007,P000107,98,40.65,D006187,A006187,PF006187,1
O025207,C0002871,M0003,P000057,102,14.7,D006187,A006187,PF006187,1
O025208,C0002871,M0000,P000011,110,19.03,D006187,A006187,PF006187,1
O025209,C0002871,M0006,P000092,119,12.14,D006187,A006187,PF006187,1
O025210,C0002871,M0013,P000168,123,15.61,D006187,A006187,PF006187,2
O025211,C0002871,M0002,P000036,164,30.91,D006187,A006187,PF006187,3
O025212,C0002871,M0005,P000075,179,12.59,D006187,A006187,PF006187,3
O025213,C0002871,M0022,P000285,189,11.4,D006187,A006187,PF006187,4
O025214,C0002871,M0003,P000045,193,12.63,D_FRESH_C0002871,A_FRESH_C0002871,PF_FRESH_C0002871,4
O025215,C0002872,M0003,P000055,73,27.27,D002873,A002873,PF002873,0
O025216,C0002872,M0019,P000249,106,25.11,D002873,A002873,PF002873,1
O025217,C0002872,M0002,P000032,123,70.86,D002873,A002873,PF002873,2
O025218,C0002872,M0003,P000049,167,14.79,D002873,A002873,PF002873,3
O025219,C0002873,M0002,P000033,89,18.18,D002874,A002874,PF002874,0
O025220,C0002873,M0026,P000330,97,37.31,D002874,A002874,PF002874,1
O025221,C0002873,M0028,P000362,105,23.26,D002874,A002874,PF002874,1
O025222,C0002873,M0018,P000236,106,51.92,D002874,A002874,PF002874,1
O025223,C0002873,M0028,P000365,116,19.48,D002874,A002874,PF002874,1
O025224,C0002873,M0015,P000193,127,19.24,D002874,A002874,PF002874,2
O025225,C0002873,M0009,P000132,168,46.54,D002874,A002874,PF002874,3
O025226,C0002873,M0012,P000161,185,35.96,D002874,A002874,PF002874,4
O025227,C0002874,M0027,P000354,114,21.24,D002875,A002875,PF006056,1
O025228,C0002874,M0005,P000084,120,23.65,D002875,A002875,PF006056,2
O025229,C0002874,M0017,P000214,124,6.35,D002875,A002875,PF006056,2
O025230,C0002874,M0000,P000002,153,39.49,D002875,A002875,PF006056,3
O025231,C0002874,M0002,P000029,156,22.55,D002875,A002875,PF006056,3
O025232,C0002874,M0018,P000239,157,67.3,D002875,A002875,PF006056,3
O025233,C0002874,M0012,P000166,160,30.91,D002875,A002875,PF006056,3
O025234,C0002874,M0004,P000065,167,19.67,D002875,A002875,PF006056,3
O025235,C0002874,M0010,P000139,170,47.64,D002875,A002875,PF006056,3
O025236,C0002874,M0022,P000293,178,32.1,D002875,A002875,PF006056,3
O025237,C0002874,M0025,P000328,208,24.51,D_FRESH_C0002874,A_FRESH_C0002874,PF_FRESH_C0002874,4
O025238,C0002875,M0017,P000218,0,13.66,D002876,A002876,PF002876,0
O025239,C0002875,M0010,P000141,15,35.57,D002876,A002876,PF002876,0
O025240,C0002875,M0014,P000184,54,33.94,D002876,A002876,PF002876,0
O025241,C0002875,M0005,P000073,56,86.13,D002876,A002876,PF002876,0
O025242,C0002875,M0018,P000227,71,21.92,D002876,A002876,PF002876,0
O025243,C0002875,M0019,P000250,83,30.17,D002876,A002876,PF002876,0
O025244,C0002875,M0027,P000353,86,59.89,D002876,A002876,PF002876,0
O025245,C0002875,M0013,P000167,137,83.18,D002876,A002876,PF002876,2
O025246,C0002875,M0028,P000361,145,53.15,D002876,A002876,PF002876,2
O025247,C0002875,M0023,P000303,159,26.54,D002876,A002876,PF002876,3
O025248,C0002875,M0010,P000141,173,35.57,D002876,A002876,PF002876,3
O025249,C0002875,M0017,P000215,183,6.1,D002876,A002876,PF002876,4
O025250,C0002875,M0024,P000315,209,38.86,D002876,A002876,PF002876,4
O025251,C0002876,M0023,P000298,85,30.01,D002877,A002877,PF002877,0
O025252,C0002876,M0003,P000057,124,14.7,D002877,A002877,PF002877,2
O025253,C0002876,M0027,P000354,156,21.24,D002877,A002877,PF002877,3
O025254,C0002876,M0017,P000216,181,21.74,D002877,A002877,PF002877,4
O025255,C0002876,M0004,P000064,194,73.86,D002877,A002877,PF002877,4
O025256,C0002877,M0029,P000375,10,26.82,D006253,A006253,PF002878,0
O025257,C0002877,M0006,P000099,11,59.48,D006253,A006253,PF002878,0
O025258,C0002877,M0015,P000189,18,18.83,D006253,A006253,PF002878,0
O025259,C0002877,M0001,P000024,18,10.74,D006253,A006253,PF002878,0
O025260,C0002877,M0001,P000021,72,27.99,D006253,A006253,PF002878,0
O025261,C0002877,M0009,P000122,74,15.46,D006253,A006253,PF002878,0
O025262,C0002877,M0010,P000137,116,9.45,D006253,A006253,PF002878,1
O025263,C0002877,M0024,P000323,128,30.08,D006253,A006253,PF002878,2
O025264,C0002877,M0017,P000218,131,13.66,D006253,A006253,PF002878,2
O025265,C0002877,M0029,P000376,141,11.11,D006253,A006253,PF002878,2
O025266,C0002877,M0008,P000113,175,18.48,D006253,A006253,PF002878,3
O025267,C0002877,M0000,P000003,185,41.05,D006253,A006253,PF002878,4
O025268,C0002878,M0020,P000267,55,42.32,D002879,A002879,PF002879,0
O025269,C0002878,M0026,P000335,127,31.4,D002879,A002879,PF002879,2
O025270,C0002878,M0019,P000246,134,15.68,D002879,A002879,PF002879,2
O025271,C0002878,M0005,P000082,136,8.55,D002879,A002879,PF002879,2
O025272,C0002878,M0029,P000374,179,23.31,D002879,A002879,PF002879,3
O025273,C0002878,M0028,P000369,190,10.48,D002879,A002879,PF002879,4
O025274,C0002878,M0027,P000359,193,21.19,D002879,A002879,PF002879,4
O025275,C0002878,M0025,P000328,197,24.51,D002879,A002879,PF002879,4
O025276,C0002879,M0004,P000059,7,16.57,D002880,A002880,PF002880,0
O025277,C0002879,M0006,P000099,35,59.48,D002880,A002880,PF002880,0
O025278,C0002879,M0029,P000378,42,20.29,D002880,A002880,PF002880,0
O025279,C0002879,M0015,P000200,48,12.65,D002880,A002880,PF002880,0
O025280,C0002879,M0018,P000236,90,51.92,D002880,A002880,PF002880,1
O025281,C0002879,M0027,P000358,127,20.86,D002880,A002880,PF002880,2
O025282,C0002879,M0002,P000027,132,13.55,D002880,A002880,PF002880,2
O025283,C0002879,M0024,P000315,187,38.86,D002880,A002880,PF002880,4
O025284,C0002880,M0012,P000162,60,5.83,D006096,A006096,PF006096,0
O025285,C0002880,M0027,P000349,62,44.0,D006096,A006096,PF006096,0
O025286,C0002880,M0000,P000005,74,26.72,D006096,A006096,PF006096,0
O025287,C0002880,M0006,P000093,82,35.96,D006096,A006096,PF006096,0
O025288,C0002880,M0003,P000057,88,14.7,D006096,A006096,PF006096,0
O025289,C0002880,M0003,P000053,105,33.88,D006096,A006096,PF006096,1
O025290,C0002880,M0015,P000194,107,20.66,D006096,A006096,PF006096,1
O025291,C0002880,M0027,P000355,113,48.43,D006096,A006096,PF006096,1
O025292,C0002880,M0020,P000265,118,165.23,D006096,A006096,PF006096,1
O025293,C0002880,M0016,P000202,139,8.89,D006096,A006096,PF006096,2
O025294,C0002880,M0027,P000351,156,12.7,D006096,A006096,PF006096,3
O025295,C0002880,M0005,P000079,166,23.06,D006096,A006096,PF006096,3
O025296,C0002880,M0011,P000146,174,36.57,D006096,A006096,PF006096,3
O025297,C0002880,M0014,P000181,190,17.95,D_FRESH_C0002880,A_FRESH_C0002880,PF_FRESH_C0002880,4
O025298,C0002880,M0001,P000015,191,14.01,D_FRESH_C0002880,A_FRESH_C0002880,PF_FRESH_C0002880,4
O025299,C0002880,M0017,P000222,196,37.02,D006096,A006096,PF006096,4
O025300,C0002880,M0014,P000181,199,17.95,D_FRESH_C0002880,A_FRESH_C0002880,PF_FRESH_C0002880,4
O025301,C0002881,M0017,P000222,100,37.02,D002882,A002882,PF002882,1
O025302,C0002881,M0021,P000272,113,19.22,D002882,A002882,PF002882,1
O025303,C0002881,M0003,P000051,134,24.99,D002882,A002882,PF002882,2
O025304,C0002881,M0022,P000291,156,75.89,D002882,A002882,PF002882,3
O025305,C0002881,M0015,P000194,176,20.66,D002882,A002882,PF002882,3
O025306,C0002882,M0009,P000127,94,32.62,D002883,A002883,PF002883,1
O025307,C0002882,M0028,P000366,98,27.4,D002883,A002883,PF002883,1
O025308,C0002882,M0003,P000058,112,17.21,D002883,A002883,PF002883,1
O025309,C0002882,M0023,P000295,125,23.27,D002883,A002883,PF002883,2
O025310,C0002882,M0024,P000321,136,13.1,D002883,A002883,PF002883,2
O025311,C0002882,M0015,P000195,136,34.73,D002883,A002883,PF002883,2
O025312,C0002882,M0029,P000373,144,7.81,D002883,A002883,PF002883,2
O025313,C0002882,M0006,P000098,144,17.21,D002883,A002883,PF002883,2
O025314,C0002882,M0000,P000000,150,43.86,D002883,A002883,PF002883,3
O025315,C0002882,M0025,P000329,155,39.78,D002883,A002883,PF002883,3
O025316,C0002882,M0011,P000154,203,23.3,D002883,A002883,PF002883,4
O025317,C0002883,M0016,P000211,24,18.89,D006161,A006161,PF002884,0
O025318,C0002883,M0010,P000143,30,28.05,D006161,A006161,PF002884,0
O025319,C0002883,M0028,P000369,35,10.48,D006161,A006161,PF002884,0
O025320,C0002883,M0014,P000185,37,8.92,D006161,A006161,PF002884,0
O025321,C0002883,M0029,P000372,60,19.16,D006161,A006161,PF002884,0
O025322,C0002883,M0008,P000116,137,27.61,D006161,A006161,PF002884,2
O025323,C0002883,M0024,P000314,181,53.99,D006161,A006161,PF002884,4
O025324,C0002883,M0004,P000063,197,88.02,D006161,A006161,PF002884,4
O025325,C0002883,M0022,P000293,198,32.1,D006161,A006161,PF002884,4
O025326,C0002883,M0029,P000373,208,7.81,D006161,A006161,PF002884,4
O025327,C0002884,M0029,P000376,72,11.11,D002885,A006239,PF002885,0
O025328,C0002884,M0006,P000097,83,31.45,D002885,A006239,PF002885,0
O025329,C0002884,M0011,P000150,90,41.98,D002885,A006239,PF002885,1
O025330,C0002884,M0017,P000220,93,37.37,D002885,A006239,PF002885,1
O025331,C0002884,M0028,P000362,107,23.26,D002885,A006239,PF002885,1
O025332,C0002884,M0002,P000027,122,13.55,D002885,A006239,PF002885,2
O025333,C0002884,M0025,P000328,131,24.51,D002885,A006239,PF002885,2
O025334,C0002884,M0025,P000326,138,45.94,D002885,A006239,PF002885,2
O025335,C0002884,M0007,P000107,146,40.65,D002885,A006239,PF002885,2
O025336,C0002884,M0013,P000173,149,23.55,D002885,A006239,PF002885,2
O025337,C0002884,M0002,P000030,158,22.31,D002885,A006239,PF002885,3
O025338,C0002884,M0026,P000335,180,31.4,D002885,A006239,PF002885,4
O025339,C0002884,M0007,P000109,192,18.64,D002885,A006239,PF002885,4
O025340,C0002885,M0010,P000140,66,19.22,D006064,A002886,PF002886,0
O025341,C0002885,M0018,P000230,75,13.3,D006064,A002886,PF002886,0
O025342,C0002885,M0003,P000044,181,22.03,D006064,A002886,PF002886,4
O025343,C0002885,M0001,P000018,185,10.3,D006064,A002886,PF002886,4
O025344,C0002886,M0019,P000242,33,25.44,D002887,A002887,PF002887,0
O025345,C0002886,M0012,P000166,62,30.91,D002887,A002887,PF002887,0
O025346,C0002886,M0024,P000323,113,30.08,D002887,A002887,PF002887,1
O025347,C0002886,M0024,P000315,133,38.86,D002887,A002887,PF002887,2
O025348,C0002886,M0024,P000321,145,13.1,D002887,A002887,PF002887,2
O025349,C0002886,M0017,P000219,176,21.48,D002887,A002887,PF002887,3
O025350,C0002886,M0004,P000061,181,17.86,D002887,A002887,PF002887,4
O025351,C0002886,M0022,P000290,195,26.35,D002887,A002887,PF002887,4
O025352,C0002886,M0004,P000067,198,31.84,D002887,A002887,PF002887,4
O025353,C0002887,M0020,P000258,61,24.96,D002888,A006119,PF002888,0
O025354,C0002887,M0014,P000185,93,8.92,D002888,A006119,PF002888,1
O025355,C0002887,M0025,P000328,107,24.51,D002888,A006119,PF002888,1
O025356,C0002887,M0022,P000285,138,11.4,D002888,A006119,PF002888,2
O025357,C0002887,M0007,P000108,139,21.69,D002888,A006119,PF002888,2
O025358,C0002887,M0018,P000233,141,20.5,D002888,A006119,PF002888,2
O025359,C0002887,M0012,P000161,150,35.96,D002888,A006119,PF002888,3
O025360,C0002887,M0015,P000190,159,16.91,D002888,A006119,PF002888,3
O025361,C0002887,M0018,P000238,162,25.79,D002888,A006119,PF002888,3
O025362,C0002887,M0005,P000071,182,25.33,D002888,A006119,PF002888,4
O025363,C0002887,M0008,P000113,188,18.48,D002888,A006119,PF002888,4
O025364,C0002887,M0018,P000234,196,71.6,D002888,A006119,PF002888,4
O025365,C0002887,M0014,P000182,198,8.46,D_FRESH_C0002887,A_FRESH_C0002887,PF_FRESH_C0002887,4
O025366,C0002888,M0001,P000021,86,27.99,D002889,A002889,PF002889,0
O025367,C0002888,M0028,P000367,106,17.52,D002889,A002889,PF002889,1
O025368,C0002888,M0021,P000276,114,24.12,D002889,A002889,PF002889,1
O025369,C0002888,M0015,P000197,124,20.04,D002889,A002889,PF002889,2
O025370,C0002888,M0023,P000301,132,55.83,D002889,A002889,PF002889,2
O025371,C0002888,M0027,P000348,139,23.56,D002889,A002889,PF002889,2
O025372,C0002888,M0014,P000182,146,8.46,D002889,A002889,PF002889,2
O025373,C0002888,M0002,P000029,178,22.55,D002889,A002889,PF002889,3
O025374,C0002888,M0004,P000064,182,73.86,D002889,A002889,PF002889,4
O025375,C0002889,M0002,P000027,84,13.55,D002890,A002890,PF002890,0
O025376,C0002889,M0025,P000328,183,24.51,D002890,A002890,PF002890,4
O025377,C0002889,M0018,P000228,192,39.12,D002890,A002890,PF002890,4
O025378,C0002889,M0010,P000137,201,9.45,D002890,A002890,PF002890,4
O025379,C0002890,M0027,P000354,20,21.24,D002891,A002891,PF002891,0
O025380,C0002890,M0020,P000255,21,28.9,D002891,A002891,PF002891,0
O025381,C0002890,M0022,P000286,43,15.63,D002891,A002891,PF002891,0
O025382,C0002890,M0018,P000231,46,42.88,D002891,A002891,PF002891,0
O025383,C0002890,M0000,P000008,67,19.51,D002891,A002891,PF002891,0
O025384,C0002890,M0003,P000044,67,22.03,D002891,A002891,PF002891,0
O025385,C0002890,M0005,P000070,139,45.04,D002891,A002891,PF002891,2
O025386,C0002890,M0009,P000123,141,55.27,D002891,A002891,PF002891,2
O025387,C0002890,M0003,P000058,148,17.21,D002891,A002891,PF002891,2
O025388,C0002890,M0026,P000331,187,14.65,D002891,A002891,PF002891,4
O025389,C0002891,M0019,P000242,54,25.44,D002892,A002892,PF002892,0
O025390,C0002891,M0018,P000227,55,21.92,D002892,A002892,PF002892,0
O025391,C0002891,M0018,P000227,56,21.92,D002892,A002892,PF002892,0
O025392,C0002891,M0018,P000227,73,21.92,D002892,A002892,PF002892,0
O025393,C0002891,M0018,P000227,81,21.92,D002892,A002892,PF002892,0
O025394,C0002891,M0019,P000242,103,25.44,D002892,A002892,PF002892,1
O025395,C0002891,M0019,P000242,149,25.44,D002892,A002892,PF002892,2
O025396,C0002891,M0019,P000242,159,25.44,D002892,A002892,PF002892,3
O025397,C0002891,M0018,P000227,163,21.92,D002892,A002892,PF002892,3
O025398,C0002891,M0019,P000242,184,25.44,D002892,A002892,PF002892,4
O025399,C0002891,M0018,P000227,196,21.92,D002892,A002892,PF002892,4
O025400,C0002891,M0018,P000227,209,21.92,D002892,A002892,PF002892,4
O025401,C0002892,M0023,P000295,35,23.27,D006161,A002893,PF006161,0
O025402,C0002892,M0000,P000005,36,26.72,D006161,A002893,PF006161,0
O025403,C0002892,M0014,P000174,40,10.25,D006161,A002893,PF006161,0
O025404,C0002892,M0014,P000182,49,8.46,D006161,A002893,PF006161,0
O025405,C0002892,M0014,P000174,51,10.25,D006161,A002893,PF006161,0
O025406,C0002892,M0015,P000199,56,74.34,D006161,A002893,PF006161,0
O025407,C0002892,M0008,P000116,59,27.61,D006161,A002893,PF006161,0
O025408,C0002892,M0012,P000158,81,58.73,D006161,A002893,PF006161,0
O025409,C0002892,M0005,P000083,89,9.77,D006161,A002893,PF006161,0
O025410,C0002892,M0026,P000346,137,17.16,D006161,A002893,PF006161,2
O025411,C0002892,M0016,P000213,140,29.62,D006161,A002893,PF006161,2
O025412,C0002892,M0007,P000108,162,21.69,D006161,A002893,PF006161,3
O025413,C0002892,M0013,P000167,166,83.18,D006161,A002893,PF006161,3
O025414,C0002892,M0022,P000291,168,75.89,D006161,A002893,PF006161,3
O025415,C0002892,M0016,P000205,173,5.27,D006161,A002893,PF006161,3
O025416,C0002892,M0019,P000243,188,23.39,D006161,A002893,PF006161,4
O025417,C0002893,M0018,P000227,35,21.92,D002894,A002894,PF002894,0
O025418,C0002893,M0019,P000242,37,25.44,D002894,A002894,PF002894,0
O025419,C0002893,M0019,P000242,58,25.44,D002894,A002894,PF002894,0
O025420,C0002893,M0019,P000242,60,25.44,D002894,A002894,PF002894,0
O025421,C0002893,M0019,P000242,75,25.44,D002894,A002894,PF002894,0
O025422,C0002893,M0019,P000242,80,25.44,D002894,A002894,PF002894,0
O025423,C0002893,M0018,P000227,92,21.92,D002894,A002894,PF002894,1
O025424,C0002893,M0019,P000242,104,25.44,D002894,A002894,PF002894,1
O025425,C0002893,M0019,P000242,140,25.44,D002894,A002894,PF002894,2
O025426,C0002893,M0018,P000227,154,21.92,D002894,A002894,PF002894,3
O025427,C0002893,M0019,P000242,165,25.44,D002894,A002894,PF002894,3
O025428,C0002893,M0018,P000227,188,21.92,D002894,A002894,PF002894,4
O025429,C0002893,M0018,P000227,189,21.92,D002894,A002894,PF002894,4
O025430,C0002893,M0018,P000227,189,21.92,D002894,A002894,PF002894,4
O025431,C0002893,M0019,P000242,197,25.44,D002894,A002894,PF002894,4
O025432,C0002893,M0019,P000242,204,25.44,D002894,A002894,PF002894,4
O025433,C0002893,M0019,P000242,205,25.44,D002894,A002894,PF002894,4
O025434,C0002894,M0003,P000054,10,16.16,D002895,A002895,PF002895,0
O025435,C0002894,M0027,P000350,24,35.46,D002895,A002895,PF002895,0
O025436,C0002894,M0019,P000247,69,31.02,D002895,A002895,PF002895,0
O025437,C0002894,M0012,P000162,82,5.83,D002895,A002895,PF002895,0
O025438,C0002894,M0028,P000364,89,24.75,D002895,A002895,PF002895,0
O025439,C0002894,M0006,P000099,92,59.48,D002895,A002895,PF002895,1
O025440,C0002894,M0007,P000110,96,9.38,D002895,A002895,PF002895,1
O025441,C0002894,M0026,P000333,132,21.71,D002895,A002895,PF002895,2
O025442,C0002894,M0022,P000287,149,16.89,D002895,A002895,PF002895,2
O025443,C0002894,M0017,P000222,164,37.02,D002895,A002895,PF002895,3
O025444,C0002894,M0020,P000260,168,62.61,D002895,A002895,PF002895,3
O025445,C0002894,M0008,P000113,177,18.48,D002895,A002895,PF002895,3
O025446,C0002895,M0002,P000031,58,18.32,D002896,A002896,PF002896,0
O025447,C0002895,M0014,P000183,64,52.7,D002896,A002896,PF002896,0
O025448,C0002895,M0015,P000199,115,74.34,D002896,A002896,PF002896,1
O025449,C0002895,M0023,P000296,186,27.85,D002896,A002896,PF002896,4
O025450,C0002895,M0019,P000246,193,15.68,D002896,A002896,PF002896,4
O025451,C0002896,M0024,P000319,23,38.62,D002897,A002897,PF002897,0
O025452,C0002896,M0005,P000069,109,28.2,D002897,A002897,PF002897,1
O025453,C0002896,M0008,P000114,134,26.65,D002897,A002897,PF002897,2
O025454,C0002896,M0012,P000158,137,58.73,D002897,A002897,PF002897,2
O025455,C0002896,M0005,P000082,148,8.55,D002897,A002897,PF002897,2
O025456,C0002896,M0018,P000236,191,51.92,D002897,A002897,PF002897,4
O025457,C0002897,M0023,P000308,80,47.6,D002898,A002898,PF002898,0
O025458,C0002897,M0017,P000223,143,23.16,D002898,A002898,PF002898,2
O025459,C0002897,M0014,P000184,162,33.94,D002898,A002898,PF002898,3
O025460,C0002897,M0029,P000379,174,22.54,D002898,A002898,PF002898,3
O025461,C0002897,M0002,P000029,177,22.55,D002898,A002898,PF002898,3
O025462,C0002897,M0024,P000315,181,38.86,D002898,A002898,PF002898,4
O025463,C0002898,M0002,P000038,16,11.76,D002899,A002899,PF002899,0
O025464,C0002898,M0016,P000210,72,17.94,D002899,A002899,PF002899,0
O025465,C0002898,M0011,P000146,79,36.57,D002899,A002899,PF002899,0
O025466,C0002898,M0012,P000160,103,18.74,D002899,A002899,PF002899,1
O025467,C0002898,M0017,P000218,120,13.66,D002899,A002899,PF002899,2
O025468,C0002898,M0024,P000317,123,19.13,D002899,A002899,PF002899,2
O025469,C0002898,M0008,P000116,125,27.61,D002899,A002899,PF002899,2
O025470,C0002898,M0019,P000241,148,27.71,D002899,A002899,PF002899,2
O025471,C0002898,M0025,P000329,149,39.78,D002899,A002899,PF002899,2
O025472,C0002898,M0029,P000382,171,59.8,D002899,A002899,PF002899,3
O025473,C0002898,M0012,P000160,193,18.74,D002899,A002899,PF002899,4
O025474,C0002898,M0021,P000279,199,5.47,D002899,A002899,PF002899,4
O025475,C0002898,M0019,P000241,200,27.71,D002899,A002899,PF002899,4
O025476,C0002899,M0000,P000008,26,19.51,D002900,A002900,PF002900,0
O025477,C0002899,M0020,P000261,49,15.62,D002900,A002900,PF002900,0
O025478,C0002899,M0000,P000006,72,26.98,D002900,A002900,PF002900,0
O025479,C0002899,M0003,P000058,112,17.21,D002900,A002900,PF002900,1
O025480,C0002899,M0023,P000296,134,27.85,D002900,A002900,PF002900,2
O025481,C0002899,M0020,P000254,137,29.57,D002900,A002900,PF002900,2
O025482,C0002899,M0006,P000095,171,29.58,D002900,A002900,PF002900,3
O025483,C0002899,M0022,P000292,204,21.34,D002900,A002900,PF002900,4
O025484,C0002899,M0005,P000076,206,32.72,D002900,A002900,PF002900,4
O025485,C0002900,M0018,P000233,127,20.5,D006019,A002901,PF006019,2
O025486,C0002900,M0018,P000236,136,51.92,D006019,A002901,PF006019,2
O025487,C0002900,M0008,P000114,139,26.65,D006019,A002901,PF006019,2
O025488,C0002900,M0015,P000190,147,16.91,D006019,A002901,PF006019,2
O025489,C0002900,M0008,P000117,164,33.54,D006019,A002901,PF006019,3
O025490,C0002900,M0008,P000117,166,33.54,D006019,A002901,PF006019,3
O025491,C0002900,M0021,P000273,186,29.0,D006019,A002901,PF006019,4
O025492,C0002900,M0010,P000141,209,35.57,D006019,A002901,PF006019,4
O025493,C0002901,M0019,P000242,74,25.44,D002902,A002902,PF002902,0
O025494,C0002901,M0018,P000227,76,21.92,D002902,A002902,PF002902,0
O025495,C0002901,M0019,P000242,90,25.44,D002902,A002902,PF002902,1
O025496,C0002901,M0019,P000242,98,25.44,D002902,A002902,PF002902,1
O025497,C0002901,M0018,P000227,98,21.92,D002902,A002902,PF002902,1
O025498,C0002901,M0019,P000242,147,25.44,D002902,A002902,PF002902,2
O025499,C0002901,M0019,P000242,157,25.44,D002902,A002902,PF002902,3
O025500,C0002901,M0019,P000242,184,25.44,D002902,A002902,PF002902,4
O025501,C0002901,M0018,P000227,186,21.92,D002902,A002902,PF002902,4
O025502,C0002901,M0018,P000227,206,21.92,D002902,A002902,PF002902,4
O025503,C0002901,M0018,P000227,209,21.92,D002902,A002902,PF002902,4
O025504,C0002902,M0019,P000242,55,25.44,D002903,A002903,PF002903,0
O025505,C0002902,M0019,P000242,82,25.44,D002903,A002903,PF002903,0
O025506,C0002902,M0018,P000227,84,21.92,D002903,A002903,PF002903,0
O025507,C0002902,M0018,P000227,90,21.92,D002903,A002903,PF002903,1
O025508,C0002902,M0018,P000227,99,21.92,D002903,A002903,PF002903,1
O025509,C0002902,M0019,P000242,111,25.44,D002903,A002903,PF002903,1
O025510,C0002902,M0018,P000227,117,21.92,D002903,A002903,PF002903,1
O025511,C0002902,M0019,P000242,120,25.44,D002903,A002903,PF002903,2
O025512,C0002902,M0019,P000242,122,25.44,D002903,A002903,PF002903,2
O025513,C0002902,M0018,P000227,132,21.92,D002903,A002903,PF002903,2
O025514,C0002902,M0019,P000242,149,25.44,D002903,A002903,PF002903,2
O025515,C0002902,M0018,P000227,168,21.92,D002903,A002903,PF002903,3
O025516,C0002902,M0018,P000227,173,21.92,D002903,A002903,PF002903,3
O025517,C0002902,M0018,P000227,178,21.92,D002903,A002903,PF002903,3
O025518,C0002902,M0018,P000227,184,21.92,D002903,A002903,PF002903,4
O025519,C0002902,M0019,P000242,188,25.44,D002903,A002903,PF002903,4
O025520,C0002902,M0019,P000242,190,25.44,D002903,A002903,PF002903,4
O025521,C0002902,M0019,P000242,195,25.44,D002903,A002903,PF002903,4
O025522,C0002903,M0026,P000330,8,37.31,D002904,A002904,PF002904,0
O025523,C0002903,M0012,P000159,102,62.73,D002904,A002904,PF002904,1
O025524,C0002903,M0029,P000378,109,20.29,D002904,A002904,PF002904,1
O025525,C0002903,M0020,P000263,133,76.94,D002904,A002904,PF002904,2
O025526,C0002903,M0011,P000146,154,36.57,D002904,A002904,PF002904,3
O025527,C0002903,M0027,P000359,170,21.19,D002904,A002904,PF002904,3
O025528,C0002903,M0002,P000030,190,22.31,D002904,A002904,PF002904,4
O025529,C0002904,M0019,P000249,25,25.11,D002905,A002905,PF002905,0
O025530,C0002904,M0014,P000175,28,21.08,D002905,A002905,PF002905,0
O025531,C0002904,M0016,P000205,35,5.27,D002905,A002905,PF002905,0
O025532,C0002904,M0016,P000206,74,15.99,D002905,A002905,PF002905,0
