customer_id,signup_day,population_type,hard_negative_subtype,ring_id,device_id,address_id,payment_fp_id
C0003177,68,normal,,,D003178,A003178,PF003178
C0003178,67,hard_negative,shared_household,HH0011,D006221,A006221,PF003179
C0003179,42,normal,,,D003180,A003180,PF003180
C0003180,69,normal,,,D003181,A003181,PF003181
C0003181,44,normal,,,D003182,A003182,PF003182
C0003182,59,normal,,,D003183,A003183,PF003183
C0003183,89,normal,,,D003184,A003184,PF003184
C0003184,67,normal,,,D003185,A003185,PF003185
C0003185,73,normal,,,D003186,A003186,PF003186
C0003186,96,normal,,,D003187,A003187,PF003187
C0003187,21,normal,,,D003188,A003188,PF003188
C0003188,58,normal,,,D003189,A003189,PF003189
C0003189,65,normal,,,D003190,A003190,PF003190
C0003190,69,normal,,,D003191,A003191,PF003191
C0003191,13,normal,,,D003192,A003192,PF003192
C0003192,76,normal,,,D003193,A003193,PF003193
C0003193,19,normal,,,D003194,A003194,PF003194
C0003194,40,adaptive_abuse,,AA_RING0016,D006122,A006122,PF006122
C0003195,71,naive_abuse,,NA_RING0046,D006046,A006046,PF006046
C0003196,26,normal,,,D003197,A003197,PF003197
C0003197,12,normal,,,D003198,A003198,PF003198
C0003198,67,normal,,,D003199,A003199,PF003199
C0003199,28,naive_abuse,,NA_RING0046,D003200,A006046,PF003200
C0003200,82,normal,,,D003201,A003201,PF003201
C0003201,89,normal,,,D003202,A003202,PF003202
C0003202,34,normal,,,D003203,A003203,PF003203
C0003203,73,normal,,,D003204,A003204,PF003204
C0003204,22,normal,,,D003205,A003205,PF003205
C0003205,92,naive_abuse,,NA_RING0006,D006006,A003206,PF006006
C0003206,24,adaptive_abuse,,AA_RING0035,D006141,A006141,PF003207
C0003207,88,normal,,,D003208,A003208,PF003208
C0003208,78,normal,,,D003209,A003209,PF003209
C0003209,31,normal,,,D003210,A003210,PF003210
C0003210,82,normal,,,D003211,A003211,PF003211
C0003211,63,normal,,,D003212,A003212,PF003212
C0003212,66,normal,,,D003213,A003213,PF003213
C0003213,37,naive_abuse,,NA_RING0045,D003214,A003214,PF003214
C0003214,23,adaptive_abuse,,AA_RING0036,D003215,A006142,PF003215
C0003215,69,normal,,,D003216,A003216,PF003216
C0003216,5,normal,,,D003217,A003217,PF003217
C0003217,34,normal,,,D003218,A003218,PF003218
C0003218,14,normal,,,D003219,A003219,PF003219
C0003219,0,normal,,,D003220,A003220,PF003220
C0003220,0,normal,,,D003221,A003221,PF003221
C0003221,9,normal,,,D003222,A003222,PF003222
C0003222,93,naive_abuse,,NA_RING0047,D003223,A003223,PF006047
C0003223,77,normal,,,D003224,A003224,PF003224
C0003224,98,normal,,,D003225,A003225,PF003225
C0003225,8,normal,,,D003226,A003226,PF003226
C0003226,99,adaptive_abuse,,AA_RING0082,D006188,A003227,PF006188
C0003227,59,normal,,,D003228,A003228,PF003228
C0003228,79,normal,,,D003229,A003229,PF003229
C0003229,85,normal,,,D003230,A003230,PF003230
C0003230,26,normal,,,D003231,A003231,PF003231
C0003231,74,adaptive_abuse,,AA_RING0020,D006126,A006126,PF006126
C0003232,64,normal,,,D003233,A003233,PF003233
C0003233,41,adaptive_abuse,,AA_RING0076,D003234,A003234,PF006182
C0003234,49,normal,,,D003235,A003235,PF003235
C0003235,20,normal,,,D003236,A003236,PF003236
C0003236,18,normal,,,D003237,A003237,PF003237
C0003237,92,normal,,,D003238,A003238,PF003238
C0003238,73,normal,,,D003239,A003239,PF003239
C0003239,56,normal,,,D003240,A003240,PF003240
C0003240,69,normal,,,D003241,A003241,PF003241
C0003241,40,naive_abuse,,NA_RING0048,D006048,A003242,PF006048
C0003242,24,adaptive_abuse,,AA_RING0060,D006166,A003243,PF003243
C0003243,94,normal,,,D003244,A003244,PF003244
C0003244,98,normal,,,D003245,A003245,PF003245
C0003245,21,hard_negative,high_return_fashion,,D003246,A003246,PF003246
C0003246,80,normal,,,D003247,A003247,PF003247
C0003247,44,naive_abuse,,NA_RING0048,D006048,A003248,PF006048
C0003248,70,normal,,,D003249,A003249,PF003249
C0003249,10,hard_negative,popular_product_volume,,D003250,A003250,PF003250
C0003250,47,normal,,,D003251,A003251,PF003251
C0003251,12,normal,,,D003252,A003252,PF003252
C0003252,81,normal,,,D003253,A003253,PF003253
C0003253,39,normal,,,D003254,A003254,PF003254
C0003254,26,naive_abuse,,NA_RING0066,D003255,A003255,PF006066
C0003255,69,adaptive_abuse,,AA_RING0017,D006123,A003256,PF006123
C0003256,95,normal,,,D003257,A003257,PF003257
C0003257,33,normal,,,D003258,A003258,PF003258
C0003258,71,normal,,,D003259,A003259,PF003259
C0003259,68,normal,,,D003260,A003260,PF003260
C0003260,48,normal,,,D003261,A003261,PF003261
C0003261,80,naive_abuse,,NA_RING0032,D003262,A003262,PF003262
C0003262,12,hard_negative,high_return_fashion,,D003263,A003263,PF003263
C0003263,87,normal,,,D003264,A003264,PF003264
C0003264,40,normal,,,D003265,A003265,PF003265
C0003265,4,normal,,,D003266,A003266,PF003266
C0003266,98,normal,,,D003267,A003267,PF003267
C0003267,77,normal,,,D003268,A003268,PF003268
C0003268,81,normal,,,D003269,A003269,PF003269
C0003269,14,normal,,,D003270,A003270,PF003270
C0003270,75,normal,,,D003271,A003271,PF003271
C0003271,69,hard_negative,shared_household,HH0010,D003272,A006220,PF006220
C0003272,90,normal,,,D003273,A003273,PF003273
C0003273,37,normal,,,D003274,A003274,PF003274
C0003274,92,normal,,,D003275,A003275,PF003275
C0003275,70,naive_abuse,,NA_RING0027,D006027,A003276,PF003276
C0003276,25,normal,,,D003277,A003277,PF003277
C0003277,21,normal,,,D003278,A003278,PF003278
C0003278,90,normal,,,D003279,A003279,PF003279
C0003279,64,normal,,,D003280,A003280,PF003280
C0003280,11,normal,,,D003281,A003281,PF003281
C0003281,12,hard_negative,high_return_fashion,,D003282,A003282,PF003282
C0003282,82,normal,,,D003283,A003283,PF003283
C0003283,16,normal,,,D003284,A003284,PF003284
C0003284,21,normal,,,D003285,A003285,PF003285
C0003285,61,hard_negative,popular_product_volume,,D003286,A003286,PF003286
C0003286,86,naive_abuse,,NA_RING0079,D003287,A006079,PF003287
C0003287,33,hard_negative,shared_household,HH0015,D003288,A006225,PF003288
C0003288,66,normal,,,D003289,A003289,PF003289
C0003289,70,hard_negative,promo_spike,,D003290,A003290,PF003290
C0003290,60,normal,,,D003291,A003291,PF003291
C0003291,68,normal,,,D003292,A003292,PF003292
C0003292,22,normal,,,D003293,A003293,PF003293
C0003293,62,hard_negative,shared_household,HH0025,D006235,A006235,PF003294
C0003294,0,normal,,,D003295,A003295,PF003295
C0003295,73,normal,,,D003296,A003296,PF003296
C0003296,79,normal,,,D003297,A003297,PF003297
C0003297,79,normal,,,D003298,A003298,PF003298
C0003298,2,normal,,,D003299,A003299,PF003299
C0003299,91,normal,,,D003300,A003300,PF003300
C0003300,43,naive_abuse,,NA_RING0022,D006022,A003301,PF006022
C0003301,8,normal,,,D003302,A003302,PF003302
C0003302,53,normal,,,D003303,A003303,PF003303
C0003303,57,normal,,,D003304,A003304,PF003304
C0003304,40,normal,,,D003305,A003305,PF003305
C0003305,74,adaptive_abuse,,AA_RING0052,D006158,A003306,PF006158
C0003306,54,normal,,,D003307,A003307,PF003307
C0003307,21,normal,,,D003308,A003308,PF003308
C0003308,62,normal,,,D003309,A003309,PF003309
C0003309,26,adaptive_abuse,,AA_RING0098,D006204,A003310,PF003310
C0003310,11,normal,,,D003311,A003311,PF003311
C0003311,26,hard_negative,popular_product_volume,,D003312,A003312,PF003312
C0003312,90,normal,,,D003313,A003313,PF003313
C0003313,57,normal,,,D003314,A003314,PF003314
C0003314,31,normal,,,D003315,A003315,PF003315
C0003315,36,normal,,,D003316,A003316,PF003316
C0003316,85,normal,,,D003317,A003317,PF003317
C0003317,66,normal,,,D003318,A003318,PF003318
C0003318,77,hard_negative,high_return_fashion,,D003319,A003319,PF003319
C0003319,61,hard_negative,new_merchant_thin_history,,D003320,A003320,PF003320
C0003320,99,hard_negative,shared_household,HH0005,D006215,A006215,PF003321
C0003321,65,normal,,,D003322,A003322,PF003322
C0003322,40,hard_negative,high_return_fashion,,D003323,A003323,PF003323
C0003323,25,adaptive_abuse,,AA_RING0032,D006138,A003324,PF003324
C0003324,4,normal,,,D003325,A003325,PF003325
C0003325,76,normal,,,D003326,A003326,PF003326
C0003326,93,naive_abuse,,NA_RING0070,D006070,A003327,PF006070
C0003327,66,normal,,,D003328,A003328,PF003328
C0003328,48,normal,,,D003329,A003329,PF003329
C0003329,13,hard_negative,high_return_fashion,,D003330,A003330,PF003330
C0003330,64,normal,,,D003331,A003331,PF003331
C0003331,20,normal,,,D003332,A003332,PF003332
C0003332,62,normal,,,D003333,A003333,PF003333
C0003333,30,normal,,,D003334,A003334,PF003334
C0003334,86,naive_abuse,,NA_RING0085,D003335,A006085,PF006085
C0003335,93,normal,,,D003336,A003336,PF003336
C0003336,23,normal,,,D003337,A003337,PF003337
C0003337,32,naive_abuse,,NA_RING0023,D006023,A003338,PF006023
C0003338,92,normal,,,D003339,A003339,PF003339
C0003339,1,naive_abuse,,NA_RING0017,D006017,A003340,PF006017
C0003340,51,normal,,,D003341,A003341,PF003341
C0003341,14,normal,,,D003342,A003342,PF003342
C0003342,43,normal,,,D003343,A003343,PF003343
C0003343,3,normal,,,D003344,A003344,PF003344
C0003344,14,hard_negative,high_return_fashion,,D003345,A003345,PF003345
C0003345,40,naive_abuse,,NA_RING0092,D006092,A006092,PF003346
C0003346,6,adaptive_abuse,,AA_RING0083,D003347,A006189,PF006189
C0003347,79,normal,,,D003348,A003348,PF003348
C0003348,57,hard_negative,shared_household,HH0043,D003349,A006253,PF003349
C0003349,45,normal,,,D003350,A003350,PF003350
C0003350,47,adaptive_abuse,,AA_RING0077,D006183,A003351,PF003351
C0003351,83,normal,,,D003352,A003352,PF003352
C0003352,84,naive_abuse,,NA_RING0076,D006076,A006076,PF006076
C0003353,4,normal,,,D003354,A003354,PF003354
C0003354,68,normal,,,D003355,A003355,PF003355
C0003355,46,hard_negative,shared_household,HH0001,D003356,A006211,PF003356
C0003356,78,normal,,,D003357,A003357,PF003357
C0003357,78,normal,,,D003358,A003358,PF003358
C0003358,70,adaptive_abuse,,AA_RING0066,D006172,A003359,PF006172
C0003359,67,normal,,,D003360,A003360,PF003360
C0003360,21,normal,,,D003361,A003361,PF003361
C0003361,85,normal,,,D003362,A003362,PF003362
C0003362,70,normal,,,D003363,A003363,PF003363
C0003363,27,normal,,,D003364,A003364,PF003364
C0003364,23,adaptive_abuse,,AA_RING0016,D006122,A006122,PF006122
C0003365,50,adaptive_abuse,,AA_RING0021,D006127,A006127,PF003366
C0003366,34,normal,,,D003367,A003367,PF003367
C0003367,67,normal,,,D003368,A003368,PF003368
C0003368,40,normal,,,D003369,A003369,PF003369
C0003369,16,naive_abuse,,NA_RING0048,D006048,A003370,PF006048
C0003370,39,normal,,,D003371,A003371,PF003371
C0003371,81,normal,,,D003372,A003372,PF003372
C0003372,83,adaptive_abuse,,AA_RING0039,D003373,A006145,PF006145
C0003373,31,naive_abuse,,NA_RING0093,D003374,A006093,PF003374
C0003374,79,normal,,,D003375,A003375,PF003375
C0003375,9,normal,,,D003376,A003376,PF003376
C0003376,98,normal,,,D003377,A003377,PF003377
C0003377,76,normal,,,D003378,A003378,PF003378
C0003378,4,normal,,,D003379,A003379,PF003379
C0003379,70,normal,,,D003380,A003380,PF003380
C0003380,49,normal,,,D003381,A003381,PF003381
C0003381,88,normal,,,D003382,A003382,PF003382
C0003382,23,normal,,,D003383,A003383,PF003383
C0003383,89,normal,,,D003384,A003384,PF003384
C0003384,87,adaptive_abuse,,AA_RING0081,D006187,A006187,PF006187
C0003385,27,normal,,,D003386,A003386,PF003386
C0003386,43,naive_abuse,,NA_RING0079,D006079,A003387,PF003387
C0003387,64,normal,,,D003388,A003388,PF003388
C0003388,24,normal,,,D003389,A003389,PF003389
C0003389,99,naive_abuse,,NA_RING0013,D003390,A006013,PF006013
C0003390,19,normal,,,D003391,A003391,PF003391
C0003391,24,normal,,,D003392,A003392,PF003392
C0003392,50,normal,,,D003393,A003393,PF003393
C0003393,47,normal,,,D003394,A003394,PF003394
C0003394,5,normal,,,D003395,A003395,PF003395
C0003395,91,normal,,,D003396,A003396,PF003396
C0003396,24,normal,,,D003397,A003397,PF003397
C0003397,10,normal,,,D003398,A003398,PF003398
C0003398,51,normal,,,D003399,A003399,PF003399
C0003399,92,normal,,,D003400,A003400,PF003400
C0003400,0,normal,,,D003401,A003401,PF003401
C0003401,48,normal,,,D003402,A003402,PF003402
C0003402,91,normal,,,D003403,A003403,PF003403
C0003403,89,normal,,,D003404,A003404,PF003404
C0003404,17,normal,,,D003405,A003405,PF003405
C0003405,62,normal,,,D003406,A003406,PF003406
C0003406,83,normal,,,D003407,A003407,PF003407
C0003407,67,normal,,,D003408,A003408,PF003408
C0003408,65,adaptive_abuse,,AA_RING0021,D003409,A003409,PF003409
C0003409,77,adaptive_abuse,,AA_RING0056,D006162,A006162,PF006162
C0003410,45,normal,,,D003411,A003411,PF003411
C0003411,6,normal,,,D003412,A003412,PF003412
C0003412,63,normal,,,D003413,A003413,PF003413
C0003413,62,naive_abuse,,NA_RING0023,D006023,A003414,PF006023
C0003414,85,naive_abuse,,NA_RING0104,D006104,A006104,PF003415
C0003415,92,normal,,,D003416,A003416,PF003416
C0003416,33,normal,,,D003417,A003417,PF003417
C0003417,95,normal,,,D003418,A003418,PF003418
C0003418,0,naive_abuse,,NA_RING0031,D003419,A003419,PF006031
C0003419,96,naive_abuse,,NA_RING0010,D006010,A006010,PF006010
C0003420,13,normal,,,D003421,A003421,PF003421
C0003421,64,normal,,,D003422,A003422,PF003422
C0003422,68,normal,,,D003423,A003423,PF003423
C0003423,63,normal,,,D003424,A003424,PF003424
C0003424,99,adaptive_abuse,,AA_RING0055,D003425,A006161,PF006161
C0003425,55,normal,,,D003426,A003426,PF003426
C0003426,13,normal,,,D003427,A003427,PF003427
C0003427,60,normal,,,D003428,A003428,PF003428
C0003428,29,normal,,,D003429,A003429,PF003429
C0003429,61,naive_abuse,,NA_RING0098,D006098,A006098,PF003430
C0003430,38,normal,,,D003431,A003431,PF003431
C0003431,4,naive_abuse,,NA_RING0035,D006035,A006035,PF006035
C0003432,63,normal,,,D003433,A003433,PF003433
C0003433,8,normal,,,D003434,A003434,PF003434
C0003434,32,normal,,,D003435,A003435,PF003435
C0003435,61,normal,,,D003436,A003436,PF003436
C0003436,88,normal,,,D003437,A003437,PF003437
C0003437,31,normal,,,D003438,A003438,PF003438
C0003438,29,normal,,,D003439,A003439,PF003439
C0003439,30,normal,,,D003440,A003440,PF003440
C0003440,57,normal,,,D003441,A003441,PF003441
C0003441,19,normal,,,D003442,A003442,PF003442
C0003442,52,naive_abuse,,NA_RING0101,D006101,A003443,PF006101
C0003443,80,adaptive_abuse,,AA_RING0056,D006162,A006162,PF003444
C0003444,8,normal,,,D003445,A003445,PF003445
C0003445,96,hard_negative,new_merchant_thin_history,,D003446,A003446,PF003446
C0003446,53,hard_negative,promo_spike,,D003447,A003447,PF003447
C0003447,62,adaptive_abuse,,AA_RING0022,D003448,A003448,PF003448
C0003448,61,normal,,,D003449,A003449,PF003449
C0003449,94,normal,,,D003450,A003450,PF003450
C0003450,66,normal,,,D003451,A003451,PF003451
C0003451,88,naive_abuse,,NA_RING0033,D003452,A003452,PF006033
C0003452,28,hard_negative,high_return_fashion,,D003453,A003453,PF003453
C0003453,21,normal,,,D003454,A003454,PF003454
C0003454,64,normal,,,D003455,A003455,PF003455
C0003455,15,hard_negative,shared_household,HH0003,D003456,A006213,PF003456
C0003456,11,naive_abuse,,NA_RING0039,D003457,A006039,PF003457
C0003457,21,normal,,,D003458,A003458,PF003458
C0003458,27,normal,,,D003459,A003459,PF003459
C0003459,9,normal,,,D003460,A003460,PF003460
C0003460,72,normal,,,D003461,A003461,PF003461
C0003461,58,normal,,,D003462,A003462,PF003462
C0003462,20,hard_negative,high_return_fashion,,D003463,A003463,PF003463
C0003463,28,adaptive_abuse,,AA_RING0032,D006138,A006138,PF003464
C0003464,92,normal,,,D003465,A003465,PF003465
C0003465,91,normal,,,D003466,A003466,PF003466
C0003466,12,normal,,,D003467,A003467,PF003467
C0003467,61,normal,,,D003468,A003468,PF003468
C0003468,32,normal,,,D003469,A003469,PF003469
C0003469,35,normal,,,D003470,A003470,PF003470
C0003470,59,normal,,,D003471,A003471,PF003471
C0003471,98,normal,,,D003472,A003472,PF003472
C0003472,58,normal,,,D003473,A003473,PF003473
C0003473,95,hard_negative,high_return_fashion,,D003474,A003474,PF003474
C0003474,82,normal,,,D003475,A003475,PF003475
C0003475,77,normal,,,D003476,A003476,PF003476
C0003476,79,adaptive_abuse,,AA_RING0085,D006191,A006191,PF003477
C0003477,79,normal,,,D003478,A003478,PF003478
C0003478,25,normal,,,D003479,A003479,PF003479
C0003479,97,normal,,,D003480,A003480,PF003480
C0003480,91,normal,,,D003481,A003481,PF003481
C0003481,60,normal,,,D003482,A003482,PF003482
C0003482,71,normal,,,D003483,A003483,PF003483
C0003483,88,normal,,,D003484,A003484,PF003484
C0003484,15,normal,,,D003485,A003485,PF003485
C0003485,6,normal,,,D003486,A003486,PF003486
C0003486,99,normal,,,D003487,A003487,PF003487
C0003487,55,normal,,,D003488,A003488,PF003488
C0003488,72,normal,,,D003489,A003489,PF003489
C0003489,50,naive_abuse,,NA_RING0042,D006042,A003490,PF003490
C0003490,51,normal,,,D003491,A003491,PF003491
C0003491,3,normal,,,D003492,A003492,PF003492
C0003492,28,normal,,,D003493,A003493,PF003493
C0003493,8,normal,,,D003494,A003494,PF003494
C0003494,43,adaptive_abuse,,AA_RING0101,D006207,A006207,PF006207
C0003495,2,normal,,,D003496,A003496,PF003496
C0003496,80,normal,,,D003497,A003497,PF003497
C0003497,29,adaptive_abuse,,AA_RING0051,D006157,A003498,PF003498
C0003498,74,hard_negative,shared_household,HH0032,D006242,A006242,PF003499
C0003499,5,normal,,,D003500,A003500,PF003500
C0003500,3,normal,,,D003501,A003501,PF003501
C0003501,42,normal,,,D003502,A003502,PF003502
C0003502,78,normal,,,D003503,A003503,PF003503
C0003503,81,normal,,,D003504,A003504,PF003504
C0003504,54,normal,,,D003505,A003505,PF003505
C0003505,61,hard_negative,high_return_fashion,,D003506,A003506,PF003506
C0003506,68,normal,,,D003507,A003507,PF003507
C0003507,67,normal,,,D003508,A003508,PF003508
C0003508,74,normal,,,D003509,A003509,PF003509
C0003509,3,normal,,,D003510,A003510,PF003510
C0003510,42,normal,,,D003511,A003511,PF003511
C0003511,83,naive_abuse,,NA_RING0057,D006057,A006057,PF006057
C0003512,43,normal,,,D003513,A003513,PF003513
C0003513,14,normal,,,D003514,A003514,PF003514
C0003514,66,normal,,,D003515,A003515,PF003515
C0003515,30,normal,,,D003516,A003516,PF003516
C0003516,51,normal,,,D003517,A003517,PF003517
C0003517,51,adaptive_abuse,,AA_RING0003,D006109,A006109,PF003518
C0003518,69,normal,,,D003519,A003519,PF003519
C0003519,92,normal,,,D003520,A003520,PF003520
C0003520,69,adaptive_abuse,,AA_RING0080,D006186,A006186,PF006186
C0003521,99,normal,,,D003522,A003522,PF003522
C0003522,1,adaptive_abuse,,AA_RING0094,D006200,A006200,PF003523
C0003523,78,normal,,,D003524,A003524,PF003524
C0003524,41,normal,,,D003525,A003525,PF003525
C0003525,72,adaptive_abuse,,AA_RING0056,D006162,A006162,PF003526
C0003526,8,normal,,,D003527,A003527,PF003527
C0003527,52,normal,,,D003528,A003528,PF003528
C0003528,2,normal,,,D003529,A003529,PF003529
C0003529,66,normal,,,D003530,A003530,PF003530
C0003530,21,normal,,,D003531,A003531,PF003531
C0003531,14,normal,,,D003532,A003532,PF003532
C0003532,7,hard_negative,high_return_fashion,,D003533,A003533,PF003533
C0003533,26,normal,,,D003534,A003534,PF003534
C0003534,95,normal,,,D003535,A003535,PF003535
C0003535,98,normal,,,D003536,A003536,PF003536
C0003536,8,normal,,,D003537,A003537,PF003537
C0003537,97,normal,,,D003538,A003538,PF003538
C0003538,58,normal,,,D003539,A003539,PF003539
C0003539,32,normal,,,D003540,A003540,PF003540
C0003540,94,normal,,,D003541,A003541,PF003541
C0003541,24,normal,,,D003542,A003542,PF003542
C0003542,18,normal,,,D003543,A003543,PF003543
C0003543,22,normal,,,D003544,A003544,PF003544
C0003544,14,adaptive_abuse,,AA_RING0067,D003545,A006173,PF006173
C0003545,48,adaptive_abuse,,AA_RING0072,D003546,A006178,PF003546
C0003546,14,normal,,,D003547,A003547,PF003547
C0003547,22,adaptive_abuse,,AA_RING0001,D003548,A003548,PF003548
C0003548,37,naive_abuse,,NA_RING0098,D006098,A003549,PF006098
C0003549,64,normal,,,D003550,A003550,PF003550
C0003550,85,hard_negative,new_merchant_thin_history,,D003551,A003551,PF003551
C0003551,7,normal,,,D003552,A003552,PF003552
C0003552,63,normal,,,D003553,A003553,PF003553
C0003553,10,normal,,,D003554,A003554,PF003554
C0003554,99,normal,,,D003555,A003555,PF003555
C0003555,27,normal,,,D003556,A003556,PF003556
C0003556,85,adaptive_abuse,,AA_RING0087,D006193,A003557,PF003557
C0003557,77,normal,,,D003558,A003558,PF003558
C0003558,32,normal,,,D003559,A003559,PF003559
C0003559,32,normal,,,D003560,A003560,PF003560
C0003560,31,normal,,,D003561,A003561,PF003561
C0003561,47,naive_abuse,,NA_RING0034,D006034,A003562,PF006034
C0003562,44,hard_negative,promo_spike,,D003563,A003563,PF003563
C0003563,65,normal,,,D003564,A003564,PF003564
C0003564,46,normal,,,D003565,A003565,PF003565
C0003565,78,normal,,,D003566,A003566,PF003566
C0003566,46,normal,,,D003567,A003567,PF003567
C0003567,30,naive_abuse,,NA_RING0064,D003568,A003568,PF006064
C0003568,32,hard_negative,new_merchant_thin_history,,D003569,A003569,PF003569
C0003569,73,normal,,,D003570,A003570,PF003570
C0003570,14,normal,,,D003571,A003571,PF003571
C0003571,28,normal,,,D003572,A003572,PF003572
C0003572,31,normal,,,D003573,A003573,PF003573
C0003573,64,normal,,,D003574,A003574,PF003574
C0003574,12,normal,,,D003575,A003575,PF003575
C0003575,45,normal,,,D003576,A003576,PF003576
C0003576,67,adaptive_abuse,,AA_RING0074,D006180,A006180,PF006180
C0003577,92,normal,,,D003578,A003578,PF003578
C0003578,43,normal,,,D003579,A003579,PF003579
C0003579,98,normal,,,D003580,A003580,PF003580
C0003580,60,normal,,,D003581,A003581,PF003581
C0003581,77,normal,,,D003582,A003582,PF003582
C0003582,24,normal,,,D003583,A003583,PF003583
C0003583,91,hard_negative,shared_household,HH0038,D003584,A006248,PF003584
C0003584,25,normal,,,D003585,A003585,PF003585
C0003585,13,normal,,,D003586,A003586,PF003586
C0003586,7,hard_negative,new_merchant_thin_history,,D003587,A003587,PF003587
C0003587,65,normal,,,D003588,A003588,PF003588
C0003588,62,normal,,,D003589,A003589,PF003589
C0003589,19,normal,,,D003590,A003590,PF003590
C0003590,87,normal,,,D003591,A003591,PF003591
C0003591,27,hard_negative,shared_household,HH0015,D003592,A006225,PF006225
C0003592,60,adaptive_abuse,,AA_RING0025,D006131,A006131,PF006131
C0003593,52,normal,,,D003594,A003594,PF003594
C0003594,59,normal,,,D003595,A003595,PF003595
C0003595,74,normal,,,D003596,A003596,PF003596
C0003596,92,hard_negative,high_return_fashion,,D003597,A003597,PF003597
C0003597,72,normal,,,D003598,A003598,PF003598
C0003598,90,naive_abuse,,NA_RING0093,D003599,A006093,PF003599
C0003599,86,normal,,,D003600,A003600,PF003600
C0003600,35,normal,,,D003601,A003601,PF003601
C0003601,55,normal,,,D003602,A003602,PF003602
C0003602,19,normal,,,D003603,A003603,PF003603
C0003603,92,naive_abuse,,NA_RING0007,D003604,A006007,PF006007
C0003604,96,normal,,,D003605,A003605,PF003605
C0003605,88,normal,,,D003606,A003606,PF003606
C0003606,74,normal,,,D003607,A003607,PF003607
C0003607,84,normal,,,D003608,A003608,PF003608
C0003608,79,normal,,,D003609,A003609,PF003609
C0003609,22,normal,,,D003610,A003610,PF003610
C0003610,26,normal,,,D003611,A003611,PF003611
C0003611,53,normal,,,D003612,A003612,PF003612
C0003612,42,hard_negative,popular_product_volume,,D003613,A003613,PF003613
C0003613,73,normal,,,D003614,A003614,PF003614
C0003614,73,hard_negative,high_return_fashion,,D003615,A003615,PF003615
C0003615,97,naive_abuse,,NA_RING0072,D006072,A006072,PF006072
C0003616,78,normal,,,D003617,A003617,PF003617
C0003617,1,normal,,,D003618,A003618,PF003618
C0003618,34,adaptive_abuse,,AA_RING0050,D006156,A003619,PF003619
C0003619,32,normal,,,D003620,A003620,PF003620
C0003620,63,normal,,,D003621,A003621,PF003621
C0003621,34,normal,,,D003622,A003622,PF003622
C0003622,97,normal,,,D003623,A003623,PF003623
C0003623,28,normal,,,D003624,A003624,PF003624
C0003624,43,naive_abuse,,NA_RING0103,D006103,A003625,PF006103
C0003625,81,normal,,,D003626,A003626,PF003626
C0003626,36,hard_negative,shared_household,HH0029,D003627,A006239,PF003627
C0003627,4,normal,,,D003628,A003628,PF003628
C0003628,33,normal,,,D003629,A003629,PF003629
C0003629,35,normal,,,D003630,A003630,PF003630
C0003630,61,normal,,,D003631,A003631,PF003631
C0003631,71,normal,,,D003632,A003632,PF003632
C0003632,54,normal,,,D003633,A003633,PF003633
C0003633,40,normal,,,D003634,A003634,PF003634
C0003634,50,normal,,,D003635,A003635,PF003635
C0003635,14,normal,,,D003636,A003636,PF003636
C0003636,18,normal,,,D003637,A003637,PF003637
C0003637,61,normal,,,D003638,A003638,PF003638
C0003638,86,normal,,,D003639,A003639,PF003639
C0003639,52,normal,,,D003640,A003640,PF003640
C0003640,6,normal,,,D003641,A003641,PF003641
C0003641,98,normal,,,D003642,A003642,PF003642
C0003642,32,normal,,,D003643,A003643,PF003643
C0003643,74,normal,,,D003644,A003644,PF003644
C0003644,89,normal,,,D003645,A003645,PF003645
C0003645,98,normal,,,D003646,A003646,PF003646
C0003646,11,normal,,,D003647,A003647,PF003647
C0003647,18,naive_abuse,,NA_RING0060,D003648,A003648,PF006060
C0003648,64,naive_abuse,,NA_RING0092,D003649,A006092,PF006092
C0003649,76,normal,,,D003650,A003650,PF003650
C0003650,83,normal,,,D003651,A003651,PF003651
C0003651,55,normal,,,D003652,A003652,PF003652
C0003652,15,adaptive_abuse,,AA_RING0047,D006153,A006153,PF003653
C0003653,71,normal,,,D003654,A003654,PF003654
C0003654,66,normal,,,D003655,A003655,PF003655
C0003655,46,normal,,,D003656,A003656,PF003656
C0003656,63,normal,,,D003657,A003657,PF003657
C0003657,21,normal,,,D003658,A003658,PF003658
C0003658,81,normal,,,D003659,A003659,PF003659
C0003659,4,normal,,,D003660,A003660,PF003660
C0003660,83,normal,,,D003661,A003661,PF003661
C0003661,83,naive_abuse,,NA_RING0011,D003662,A003662,PF006011
C0003662,68,hard_negative,popular_product_volume,,D003663,A003663,PF003663
C0003663,81,normal,,,D003664,A003664,PF003664
C0003664,91,normal,,,D003665,A003665,PF003665
C0003665,16,normal,,,D003666,A003666,PF003666
C0003666,54,naive_abuse,,NA_RING0071,D006071,A006071,PF003667
C0003667,64,hard_negative,promo_spike,,D003668,A003668,PF003668
C0003668,94,normal,,,D003669,A003669,PF003669
C0003669,73,naive_abuse,,NA_RING0100,D006100,A003670,PF003670
C0003670,59,normal,,,D003671,A003671,PF003671
C0003671,55,normal,,,D003672,A003672,PF003672
C0003672,14,normal,,,D003673,A003673,PF003673
C0003673,31,normal,,,D003674,A003674,PF003674
C0003674,43,normal,,,D003675,A003675,PF003675
C0003675,88,normal,,,D003676,A003676,PF003676
C0003676,86,adaptive_abuse,,AA_RING0097,D006203,A003677,PF006203
