return_id,order_id,customer_id,return_day,reason_code,refund_amount,true_abuse_label
R004736,O027023,C0003076,122,changed_mind,30.91,1
R004737,O027026,C0003076,179,changed_mind,24.35,1
R004738,O027040,C0003079,158,other,5.47,1
R004739,O027042,C0003079,187,defective,21.92,1
R004740,O027043,C0003079,201,duplicate_order,8.92,1
R004741,O027046,C0003080,115,other,14.61,0
R004742,O027049,C0003080,120,size_fit,13.3,0
R004743,O027051,C0003080,142,defective,33.54,0
R004744,O027056,C0003080,183,not_as_described,22.31,0
R004745,O027059,C0003081,46,duplicate_order,24.96,1
R004746,O027060,C0003081,66,changed_mind,39.12,1
R004747,O027063,C0003081,78,changed_mind,63.27,1
R004748,O027064,C0003081,89,other,20.66,1
R004749,O027065,C0003081,120,changed_mind,19.48,1
R004750,O027067,C0003081,165,changed_mind,43.88,1
R004751,O027070,C0003081,197,changed_mind,27.01,1
R004752,O027079,C0003082,176,not_as_described,55.27,0
R004753,O027083,C0003083,69,changed_mind,18.32,1
R004754,O027086,C0003083,90,duplicate_order,43.88,1
R004755,O027087,C0003083,91,changed_mind,12.22,1
R004756,O027088,C0003083,112,defective,13.22,1
R004757,O027089,C0003083,114,changed_mind,23.3,1
R004758,O027091,C0003083,141,not_as_described,19.98,1
R004759,O027092,C0003083,160,defective,6.63,1
R004760,O027094,C0003083,189,changed_mind,22.03,1
R004761,O027095,C0003083,192,changed_mind,32.07,1
R004762,O027111,C0003086,114,size_fit,22.31,0
R004763,O027114,C0003086,169,not_as_described,50.83,0
R004764,O027159,C0003091,114,changed_mind,75.89,1
R004765,O027160,C0003091,124,changed_mind,18.48,1
R004766,O027162,C0003091,178,changed_mind,10.48,1
R004767,O027165,C0003091,182,changed_mind,7.67,1
R004768,O027167,C0003091,190,changed_mind,15.61,1
R004769,O027168,C0003091,202,not_as_described,15.61,1
R004770,O027169,C0003092,102,changed_mind,53.49,1
R004771,O027182,C0003094,11,changed_mind,32.1,1
R004772,O027183,C0003094,16,changed_mind,40.65,1
R004773,O027185,C0003094,111,changed_mind,32.1,1
R004774,O027186,C0003094,131,defective,16.23,1
R004775,O027192,C0003094,209,size_fit,15.63,1
R004776,O027194,C0003095,103,size_fit,32.27,0
R004777,O027196,C0003095,109,duplicate_order,13.39,0
R004778,O027202,C0003096,46,defective,62.73,0
R004779,O027206,C0003096,93,not_as_described,15.37,0
R004780,O027212,C0003097,35,changed_mind,35.96,1
R004781,O027213,C0003097,75,changed_mind,16.91,1
R004782,O027214,C0003097,82,changed_mind,7.94,1
R004783,O027217,C0003097,138,changed_mind,15.06,1
R004784,O027224,C0003098,92,other,15.61,0
R004785,O027253,C0003100,144,defective,25.3,0
R004786,O027264,C0003101,191,duplicate_order,18.18,0
R004787,O027266,C0003102,129,changed_mind,28.59,1
R004788,O027267,C0003102,131,changed_mind,27.99,1
R004789,O027269,C0003102,132,duplicate_order,33.72,1
R004790,O027270,C0003102,138,changed_mind,24.7,1
R004791,O027272,C0003102,154,changed_mind,18.32,1
R004792,O027273,C0003102,183,duplicate_order,10.74,1
R004793,O027274,C0003102,190,changed_mind,28.21,1
R004794,O027276,C0003102,197,changed_mind,24.96,1
R004795,O027312,C0003107,95,changed_mind,17.95,0
R004796,O027316,C0003107,156,size_fit,35.25,0
R004797,O027324,C0003108,55,changed_mind,12.6,1
R004798,O027325,C0003108,68,duplicate_order,22.03,1
R004799,O027326,C0003108,74,changed_mind,12.63,1
R004800,O027327,C0003108,119,changed_mind,21.06,1
R004801,O027332,C0003108,209,size_fit,21.38,1
R004802,O027341,C0003109,146,not_as_described,40.65,0
R004803,O027342,C0003109,192,size_fit,20.66,0
R004804,O027345,C0003110,56,changed_mind,15.99,1
R004805,O027346,C0003110,70,changed_mind,12.59,1
R004806,O027347,C0003110,86,changed_mind,59.32,1
R004807,O027349,C0003110,142,changed_mind,33.54,1
R004808,O027356,C0003112,21,changed_mind,33.54,1
R004809,O027357,C0003112,25,changed_mind,21.62,1
R004810,O027358,C0003112,30,changed_mind,27.27,1
R004811,O027363,C0003112,125,changed_mind,31.4,1
R004812,O027364,C0003112,143,defective,12.63,1
R004813,O027365,C0003112,151,size_fit,38.62,1
R004814,O027366,C0003112,156,changed_mind,21.38,1
R004815,O027370,C0003112,206,changed_mind,16.23,1
R004816,O027403,C0003116,208,changed_mind,22.03,0
R004817,O027405,C0003117,20,changed_mind,24.75,1
R004818,O027407,C0003117,44,other,38.03,1
R004819,O027409,C0003117,60,changed_mind,21.08,1
R004820,O027410,C0003117,73,changed_mind,28.36,1
R004821,O027411,C0003117,80,changed_mind,24.51,1
R004822,O027412,C0003117,197,not_as_described,21.48,1
R004823,O027415,C0003118,118,duplicate_order,6.63,0
R004824,O027424,C0003118,193,defective,15.88,0
R004825,O027425,C0003119,33,changed_mind,21.38,1
R004826,O027428,C0003119,78,changed_mind,47.6,1
R004827,O027429,C0003119,108,changed_mind,8.55,1
R004828,O027450,C0003121,178,defective,48.43,0
R004829,O027454,C0003122,150,other,52.7,0
R004830,O027456,C0003122,200,defective,8.46,0
R004831,O027477,C0003126,105,changed_mind,14.84,1
R004832,O027478,C0003126,108,changed_mind,39.23,1
R004833,O027479,C0003126,114,changed_mind,62.61,1
R004834,O027481,C0003126,119,changed_mind,18.51,1
R004835,O027509,C0003130,45,changed_mind,29.18,0
R004836,O027510,C0003130,62,duplicate_order,17.21,0
R004837,O027525,C0003131,187,changed_mind,12.65,0
R004838,O027536,C0003132,209,changed_mind,32.62,0
R004839,O027565,C0003137,93,defective,35.25,0
R004840,O027567,C0003137,115,other,58.13,0
R004841,O027573,C0003137,183,not_as_described,25.02,0
R004842,O027587,C0003139,40,not_as_described,17.95,0
R004843,O027590,C0003139,167,changed_mind,42.32,0
R004844,O027592,C0003139,197,defective,58.73,0
R004845,O027593,C0003139,202,size_fit,32.07,0
R004846,O027594,C0003139,198,changed_mind,20.95,0
R004847,O027595,C0003139,209,defective,14.64,0
R004848,O027609,C0003141,155,duplicate_order,8.46,1
R004849,O027610,C0003141,154,changed_mind,17.56,1
R004850,O027612,C0003141,175,changed_mind,28.13,1
R004851,O027613,C0003141,179,size_fit,10.25,1
R004852,O027616,C0003141,193,changed_mind,20.66,1
R004853,O027617,C0003141,204,changed_mind,11.11,1
R004854,O027622,C0003142,149,not_as_described,5.83,0
R004855,O027643,C0003144,200,other,39.23,0
R004856,O027646,C0003145,132,size_fit,24.7,0
R004857,O027664,C0003147,82,changed_mind,4.14,1
R004858,O027665,C0003147,109,changed_mind,27.05,1
R004859,O027666,C0003147,121,changed_mind,25.33,1
R004860,O027668,C0003147,135,changed_mind,19.16,1
R004861,O027669,C0003147,161,changed_mind,47.16,1
R004862,O027671,C0003147,171,changed_mind,38.23,1
R004863,O027673,C0003147,202,changed_mind,30.91,1
R004864,O027674,C0003148,90,size_fit,32.07,1
R004865,O027675,C0003148,98,defective,21.06,1
R004866,O027678,C0003148,116,changed_mind,33.72,1
R004867,O027686,C0003149,127,duplicate_order,24.7,0
R004868,O027692,C0003150,79,changed_mind,15.52,0
R004869,O027700,C0003151,95,duplicate_order,17.95,0
R004870,O027713,C0003152,120,not_as_described,74.34,0
R004871,O027740,C0003154,152,duplicate_order,21.92,0
R004872,O027759,C0003156,126,not_as_described,28.21,0
R004873,O027790,C0003159,56,duplicate_order,51.92,0
R004874,O027793,C0003159,89,changed_mind,33.54,0
R004875,O027821,C0003163,46,size_fit,15.64,0
R004876,O027822,C0003163,78,duplicate_order,37.37,0
R004877,O027823,C0003163,80,size_fit,27.27,0
R004878,O027825,C0003163,124,duplicate_order,25.3,0
R004879,O027836,C0003164,205,other,21.92,0
R004880,O027839,C0003165,63,other,33.72,0
R004881,O027854,C0003166,139,defective,8.55,0
R004882,O027870,C0003168,201,not_as_described,22.55,0
R004883,O027872,C0003169,83,changed_mind,18.63,1
R004884,O027885,C0003171,44,size_fit,22.76,1
R004885,O027886,C0003171,76,changed_mind,10.56,1
R004886,O027890,C0003171,155,changed_mind,20.82,1
R004887,O027891,C0003171,164,changed_mind,35.52,1
R004888,O027902,C0003173,112,not_as_described,16.57,0
R004889,O027910,C0003174,183,not_as_described,21.48,0
R004890,O027913,C0003175,35,not_as_described,24.7,0
R004891,O027914,C0003175,51,defective,19.22,0
R004892,O027915,C0003175,101,size_fit,67.3,0
R004893,O027916,C0003175,152,defective,18.17,0
R004894,O027918,C0003175,196,duplicate_order,38.46,0
R004895,O027919,C0003175,209,not_as_described,39.23,0
R004896,O027920,C0003175,209,size_fit,58.13,0
R004897,O027921,C0003175,209,changed_mind,2.75,0
R004898,O027928,C0003176,164,defective,27.71,0
R004899,O027947,C0003178,130,defective,40.65,0
R004900,O027959,C0003179,209,defective,16.14,0
R004901,O027967,C0003181,142,size_fit,18.63,0
R004902,O027980,C0003182,164,other,16.57,0
R004903,O028006,C0003185,203,duplicate_order,16.23,0
R004904,O028025,C0003188,95,changed_mind,20.82,0
R004905,O028037,C0003189,144,not_as_described,29.0,0
R004906,O028042,C0003189,194,other,32.27,0
R004907,O028045,C0003190,125,defective,5.77,0
R004908,O028050,C0003191,47,defective,49.54,0
R004909,O028061,C0003192,103,not_as_described,6.63,0
R004910,O028063,C0003192,106,changed_mind,23.65,0
R004911,O028068,C0003192,197,duplicate_order,26.54,0
R004912,O028078,C0003194,68,changed_mind,28.36,1
R004913,O028081,C0003194,172,defective,28.13,1
R004914,O028084,C0003195,73,not_as_described,12.22,1
R004915,O028085,C0003195,82,size_fit,5.47,1
R004916,O028088,C0003195,95,changed_mind,16.89,1
R004917,O028089,C0003195,136,changed_mind,25.33,1
R004918,O028091,C0003195,150,not_as_described,59.8,1
R004919,O028092,C0003195,165,changed_mind,59.48,1
R004920,O028093,C0003195,180,changed_mind,28.21,1
R004921,O028094,C0003195,204,not_as_described,20.02,1
R004922,O028118,C0003199,60,changed_mind,41.98,1
R004923,O028121,C0003199,113,other,18.48,1
R004924,O028123,C0003199,194,changed_mind,53.52,1
R004925,O028124,C0003199,197,other,17.95,1
R004926,O028125,C0003199,204,other,11.4,1
R004927,O028160,C0003205,122,changed_mind,9.62,1
R004928,O028161,C0003205,124,changed_mind,18.18,1
R004929,O028164,C0003205,173,changed_mind,27.4,1
R004930,O028165,C0003205,184,changed_mind,6.63,1
R004931,O028168,C0003206,35,changed_mind,6.35,1
R004932,O028170,C0003206,153,changed_mind,40.32,1
R004933,O028173,C0003206,200,not_as_described,8.68,1
R004934,O028206,C0003211,130,defective,18.64,0
R004935,O028226,C0003213,61,changed_mind,53.15,1
R004936,O028227,C0003213,67,changed_mind,18.89,1
R004937,O028235,C0003213,160,defective,28.11,1
R004938,O028236,C0003213,166,changed_mind,13.57,1
R004939,O028238,C0003213,204,not_as_described,53.52,1
R004940,O028240,C0003214,76,defective,21.48,1
R004941,O028247,C0003214,177,other,18.35,1
R004942,O028249,C0003214,206,not_as_described,30.17,1
R004943,O028270,C0003217,64,other,9.11,0
R004944,O028273,C0003217,203,size_fit,26.09,0
R004945,O028295,C0003221,52,defective,19.16,0
R004946,O028300,C0003222,95,changed_mind,9.38,1
R004947,O028301,C0003222,104,other,48.43,1
R004948,O028303,C0003222,124,changed_mind,18.63,1
R004949,O028304,C0003222,128,duplicate_order,12.22,1
R004950,O028306,C0003222,143,duplicate_order,23.26,1
R004951,O028307,C0003222,149,changed_mind,15.37,1
R004952,O028309,C0003222,178,defective,88.02,1
R004953,O028316,C0003224,129,not_as_described,26.98,0
R004954,O028319,C0003224,176,size_fit,24.7,0
R004955,O028326,C0003225,167,defective,62.73,0
R004956,O028329,C0003225,190,changed_mind,30.01,0
R004957,O028332,C0003226,106,defective,75.89,1
R004958,O028334,C0003226,119,changed_mind,35.57,1
R004959,O028337,C0003226,153,other,27.61,1
R004960,O028339,C0003226,192,defective,30.25,1
R004961,O028340,C0003226,181,not_as_described,75.89,1
R004962,O028343,C0003226,209,duplicate_order,14.56,1
R004963,O028346,C0003227,82,not_as_described,13.66,0
R004964,O028348,C0003227,114,changed_mind,36.57,0
R004965,O028374,C0003229,183,changed_mind,71.6,0
R004966,O028384,C0003231,104,changed_mind,44.0,1
R004967,O028395,C0003231,209,other,38.46,1
R004968,O028402,C0003233,44,changed_mind,14.94,1
R004969,O028404,C0003233,76,defective,67.3,1
R004970,O028406,C0003233,93,changed_mind,12.36,1
R004971,O028408,C0003233,111,duplicate_order,29.62,1
R004972,O028409,C0003233,117,changed_mind,16.16,1
R004973,O028411,C0003233,166,other,36.57,1
R004974,O028417,C0003234,157,other,5.83,0
R004975,O028423,C0003235,93,defective,39.12,0
R004976,O028469,C0003241,60,changed_mind,4.14,1
R004977,O028472,C0003241,97,size_fit,33.54,1
R004978,O028474,C0003241,135,changed_mind,10.8,1
R004979,O028476,C0003241,161,changed_mind,4.14,1
R004980,O028477,C0003241,207,changed_mind,13.66,1
R004981,O028478,C0003242,86,changed_mind,9.45,1
R004982,O028487,C0003242,199,changed_mind,15.06,1
R004983,O028505,C0003245,58,not_as_described,21.69,0
R004984,O028510,C0003245,152,size_fit,23.39,0
R004985,O028511,C0003245,169,not_as_described,53.52,0
R004986,O028512,C0003245,165,duplicate_order,21.72,0
R004987,O028513,C0003245,164,changed_mind,39.78,0
R004988,O028518,C0003246,120,size_fit,32.67,0
R004989,O028524,C0003246,183,other,23.26,0
R004990,O028527,C0003247,59,changed_mind,31.4,1
R004991,O028529,C0003247,85,changed_mind,12.36,1
R004992,O028530,C0003247,89,changed_mind,40.22,1
R004993,O028531,C0003247,104,changed_mind,75.89,1
R004994,O028532,C0003247,120,duplicate_order,22.37,1
R004995,O028533,C0003247,122,changed_mind,28.21,1
R004996,O028534,C0003247,131,changed_mind,43.86,1
R004997,O028536,C0003247,194,duplicate_order,6.35,1
R004998,O028537,C0003247,200,changed_mind,10.33,1
R004999,O028539,C0003247,209,changed_mind,53.49,1
R005000,O028541,C0003248,120,not_as_described,18.63,0
R005001,O028584,C0003252,152,size_fit,9.99,0
R005002,O028586,C0003252,155,other,58.08,0
R005003,O028598,C0003254,39,changed_mind,20.02,1
R005004,O028601,C0003254,130,other,40.98,1
R005005,O028603,C0003254,185,changed_mind,31.45,1
R005006,O028604,C0003255,78,changed_mind,43.86,1
R005007,O028605,C0003255,82,changed_mind,16.18,1
R005008,O028607,C0003255,112,changed_mind,21.92,1
R005009,O028608,C0003255,113,changed_mind,28.21,1
R005010,O028611,C0003255,185,duplicate_order,30.04,1
R005011,O028643,C0003259,97,size_fit,17.94,0
R005012,O028659,C0003261,94,changed_mind,14.56,1
R005013,O028660,C0003261,145,changed_mind,6.37,1
R005014,O028662,C0003261,161,changed_mind,39.78,1
R005015,O028665,C0003261,173,changed_mind,10.3,1
R005016,O028666,C0003261,187,size_fit,29.12,1
R005017,O028667,C0003261,203,changed_mind,12.7,1
R005018,O028668,C0003261,207,changed_mind,39.23,1
R005019,O028670,C0003261,209,changed_mind,33.94,1
R005020,O028673,C0003262,108,defective,17.21,0
R005021,O028674,C0003262,141,changed_mind,29.96,0
R005022,O028675,C0003262,128,other,38.23,0
R005023,O028677,C0003262,202,changed_mind,19.67,0
R005024,O028697,C0003264,168,other,13.71,0
R005025,O028699,C0003264,193,duplicate_order,31.93,0
R005026,O028710,C0003266,128,duplicate_order,11.4,0
R005027,O028733,C0003270,94,changed_mind,74.34,0
R005028,O028757,C0003271,183,defective,24.96,0
R005029,O028772,C0003275,70,changed_mind,32.07,1
R005030,O028774,C0003275,98,changed_mind,10.08,1
R005031,O028775,C0003275,112,changed_mind,28.59,1
R005032,O028776,C0003275,115,changed_mind,16.57,1
R005033,O028777,C0003275,123,changed_mind,32.27,1
R005034,O028779,C0003275,131,not_as_described,15.37,1
R005035,O028780,C0003275,136,changed_mind,10.3,1
R005036,O028782,C0003275,190,changed_mind,21.06,1
R005037,O028811,C0003278,189,other,47.64,0
R005038,O028833,C0003281,26,duplicate_order,23.26,0
R005039,O028834,C0003281,40,size_fit,14.98,0
R005040,O028840,C0003281,158,other,14.01,0
R005041,O028882,C0003286,108,not_as_described,24.01,1
R005042,O028883,C0003286,131,changed_mind,6.1,1
R005043,O028884,C0003286,136,size_fit,6.35,1
R005044,O028885,C0003286,144,changed_mind,40.56,1
R005045,O028887,C0003286,176,changed_mind,15.68,1
R005046,O028888,C0003286,178,changed_mind,28.21,1
R005047,O028889,C0003286,209,changed_mind,17.95,1
R005048,O028916,C0003290,99,duplicate_order,20.66,0
R005049,O028926,C0003291,115,duplicate_order,20.82,0
R005050,O028945,C0003293,161,changed_mind,7.43,0
R005051,O028948,C0003293,209,other,30.91,0
R005052,O028966,C0003295,209,changed_mind,28.2,0
R005053,O028971,C0003296,131,changed_mind,14.39,0
R005054,O029001,C0003300,77,changed_mind,88.02,1
R005055,O029002,C0003300,82,duplicate_order,10.7,1
R005056,O029003,C0003300,84,other,14.56,1
R005057,O029005,C0003300,121,other,26.72,1
R005058,O029006,C0003300,153,size_fit,19.03,1
R005059,O029037,C0003305,84,changed_mind,14.01,1
R005060,O029039,C0003305,116,other,13.39,1
R005061,O029041,C0003305,120,other,40.05,1
R005062,O029042,C0003305,168,not_as_described,13.66,1
R005063,O029049,C0003305,209,changed_mind,13.22,1
R005064,O029051,C0003306,68,size_fit,42.32,0
R005065,O029054,C0003306,159,changed_mind,17.95,0
R005066,O029055,C0003306,173,size_fit,36.57,0
R005067,O029069,C0003307,206,other,18.48,0
R005068,O029071,C0003308,115,defective,15.99,0
R005069,O029089,C0003310,137,not_as_described,32.1,0
R005070,O029101,C0003311,180,other,21.92,0
R005071,O029105,C0003311,209,size_fit,25.44,0
R005072,O029107,C0003312,114,defective,44.59,0
R005073,O029116,C0003313,81,not_as_described,20.95,0
R005074,O029118,C0003313,83,size_fit,5.77,0
R005075,O029124,C0003313,203,not_as_described,60.28,0
R005076,O029132,C0003315,109,defective,5.83,0
R005077,O029154,C0003318,106,size_fit,24.96,0
R005078,O029156,C0003318,107,not_as_described,6.1,0
R005079,O029157,C0003318,120,size_fit,8.55,0
R005080,O029159,C0003318,134,not_as_described,11.76,0
R005081,O029160,C0003318,132,duplicate_order,59.48,0
R005082,O029161,C0003318,176,not_as_described,18.17,0
R005083,O029163,C0003318,190,other,25.3,0
R005084,O029176,C0003319,176,duplicate_order,23.18,0
R005085,O029186,C0003320,168,other,8.55,0
R005086,O029188,C0003320,191,not_as_described,30.09,0
R005087,O029189,C0003320,203,other,18.32,0
R005088,O029190,C0003320,209,not_as_described,13.56,0
R005089,O029196,C0003321,178,defective,26.98,0
R005090,O029201,C0003322,107,defective,29.96,0
R005091,O029202,C0003322,106,size_fit,45.94,0
R005092,O029206,C0003323,27,changed_mind,16.56,1
R005093,O029208,C0003323,39,changed_mind,4.14,1
R005094,O029209,C0003323,42,not_as_described,47.64,1
R005095,O029213,C0003323,67,other,49.54,1
R005096,O029217,C0003323,192,other,12.91,1
R005097,O029240,C0003326,105,changed_mind,17.52,1
R005098,O029241,C0003326,113,changed_mind,10.25,1
R005099,O029242,C0003326,123,changed_mind,28.96,1
R005100,O029243,C0003326,127,changed_mind,12.97,1
R005101,O029244,C0003326,135,changed_mind,23.55,1
R005102,O029246,C0003326,180,changed_mind,16.91,1
R005103,O029262,C0003329,39,defective,28.11,0
R005104,O029269,C0003329,194,size_fit,13.1,0
R005105,O029271,C0003330,135,defective,43.86,0
R005106,O029295,C0003333,129,defective,22.54,0
R005107,O029305,C0003334,147,changed_mind,11.11,1
R005108,O029306,C0003334,163,changed_mind,17.42,1
R005109,O029307,C0003334,166,changed_mind,15.23,1
R005110,O029308,C0003334,168,changed_mind,61.65,1
R005111,O029312,C0003334,185,duplicate_order,31.84,1
R005112,O029313,C0003334,186,duplicate_order,32.27,1
R005113,O029314,C0003334,208,changed_mind,13.3,1
R005114,O029325,C0003336,41,defective,35.52,0
R005115,O029333,C0003337,40,not_as_described,15.63,1
R005116,O029334,C0003337,53,not_as_described,16.14,1
R005117,O029337,C0003337,120,not_as_described,14.94,1
R005118,O029351,C0003339,123,changed_mind,16.91,1
R005119,O029352,C0003339,128,changed_mind,32.67,1
R005120,O029353,C0003339,129,changed_mind,8.68,1
R005121,O029356,C0003339,180,changed_mind,19.03,1
R005122,O029370,C0003342,81,changed_mind,19.16,0
R005123,O029373,C0003342,193,size_fit,33.72,0
R005124,O029383,C0003344,26,other,35.51,0
R005125,O029386,C0003344,61,other,19.16,0
R005126,O029388,C0003344,101,not_as_described,23.56,0
R005127,O029389,C0003344,93,duplicate_order,39.78,0
R005128,O029390,C0003344,102,defective,39.78,0
R005129,O029392,C0003344,146,defective,25.3,0
R005130,O029394,C0003344,171,size_fit,30.09,0
R005131,O029395,C0003344,165,size_fit,40.32,0
R005132,O029398,C0003344,206,defective,47.64,0
R005133,O029400,C0003344,209,not_as_described,60.28,0
R005134,O029401,C0003345,47,changed_mind,16.56,1
R005135,O029402,C0003345,91,size_fit,20.5,1
R005136,O029404,C0003345,160,changed_mind,41.05,1
R005137,O029407,C0003345,208,not_as_described,58.08,1
R005138,O029408,C0003346,32,changed_mind,28.21,1
R005139,O029409,C0003346,51,not_as_described,36.57,1
R005140,O029411,C0003346,112,changed_mind,48.43,1
R005141,O029412,C0003346,188,defective,23.31,1
R005142,O029418,C0003348,86,defective,17.52,0
R005143,O029428,C0003348,155,defective,23.2,0
R005144,O029436,C0003350,60,changed_mind,73.86,1
R005145,O029437,C0003350,73,size_fit,18.83,1
R005146,O029438,C0003350,118,changed_mind,27.71,1
R005147,O029439,C0003350,121,changed_mind,7.81,1
R005148,O029443,C0003350,209,duplicate_order,15.99,1
R005149,O029451,C0003352,101,changed_mind,32.62,1
R005150,O029453,C0003352,109,changed_mind,12.91,1
R005151,O029454,C0003352,132,changed_mind,32.27,1
R005152,O029455,C0003352,164,changed_mind,25.44,1
R005153,O029456,C0003352,177,changed_mind,18.17,1
R005154,O029457,C0003352,180,changed_mind,9.31,1
R005155,O029458,C0003352,187,other,38.62,1
R005156,O029461,C0003353,27,defective,37.02,0
R005157,O029476,C0003355,56,changed_mind,16.57,0
R005158,O029486,C0003356,89,not_as_described,15.88,0
R005159,O029499,C0003356,209,duplicate_order,11.76,0
R005160,O029505,C0003358,73,changed_mind,19.16,1
R005161,O029506,C0003358,91,changed_mind,23.26,1
R005162,O029512,C0003358,167,other,21.48,1
R005163,O029518,C0003359,132,defective,5.27,0
R005164,O029522,C0003359,189,duplicate_order,59.48,0
R005165,O029534,C0003360,203,not_as_described,21.38,0
R005166,O029537,C0003361,109,duplicate_order,21.07,0
R005167,O029550,C0003363,52,size_fit,39.78,0
R005168,O029556,C0003363,164,other,18.17,0
R005169,O029557,C0003363,172,defective,53.52,0
R005170,O029561,C0003364,72,changed_mind,45.94,1
R005171,O029562,C0003364,99,changed_mind,11.76,1
R005172,O029568,C0003365,103,other,7.94,1
R005173,O029575,C0003365,174,changed_mind,17.42,1
R005174,O029576,C0003365,185,size_fit,12.43,1
R005175,O029587,C0003366,115,other,12.63,0
R005176,O029599,C0003368,58,defective,62.61,0
R005177,O029604,C0003369,99,changed_mind,18.63,1
R005178,O029605,C0003369,99,changed_mind,16.16,1
R005179,O029606,C0003369,132,changed_mind,23.18,1
R005180,O029608,C0003369,144,changed_mind,30.25,1
R005181,O029609,C0003369,147,changed_mind,22.76,1
R005182,O029612,C0003369,190,size_fit,10.3,1
R005183,O029619,C0003370,199,changed_mind,15.68,0
R005184,O029624,C0003370,209,defective,29.62,0
R005185,O029635,C0003372,104,changed_mind,32.67,1
R005186,O029636,C0003372,110,changed_mind,42.32,1
R005187,O029638,C0003372,195,size_fit,14.39,1
R005188,O029640,C0003373,39,changed_mind,10.8,1
R005189,O029641,C0003373,63,changed_mind,38.23,1
R005190,O029647,C0003373,201,changed_mind,8.92,1
R005191,O029652,C0003374,172,duplicate_order,16.91,0
R005192,O029657,C0003375,62,changed_mind,21.25,0
R005193,O029662,C0003375,171,changed_mind,28.25,0
R005194,O029663,C0003375,185,defective,21.07,0
R005195,O029679,C0003377,156,duplicate_order,59.8,0
R005196,O029680,C0003377,195,duplicate_order,22.4,0
R005197,O029683,C0003378,38,defective,12.97,0
R005198,O029691,C0003379,137,duplicate_order,26.35,0
R005199,O029706,C0003380,176,not_as_described,21.34,0
R005200,O029719,C0003382,160,defective,12.89,0
R005201,O029722,C0003383,132,defective,47.16,0
R005202,O029728,C0003384,104,changed_mind,62.73,1
R005203,O029733,C0003384,162,not_as_described,59.8,1
R005204,O029745,C0003386,58,changed_mind,52.7,1
R005205,O029746,C0003386,65,changed_mind,59.48,1
R005206,O029748,C0003386,87,changed_mind,28.21,1
R005207,O029749,C0003386,90,changed_mind,19.67,1
R005208,O029750,C0003386,119,not_as_described,32.1,1
R005209,O029751,C0003386,122,defective,23.31,1
R005210,O029752,C0003386,174,defective,22.54,1
R005211,O029754,C0003386,198,not_as_described,20.02,1
R005212,O029755,C0003386,204,changed_mind,43.01,1
R005213,O029756,C0003386,208,duplicate_order,6.37,1
R005214,O029763,C0003388,160,duplicate_order,31.84,0
R005215,O029766,C0003389,105,changed_mind,37.37,1
R005216,O029769,C0003389,169,changed_mind,16.57,1
R005217,O029770,C0003389,174,changed_mind,28.15,1
R005218,O029771,C0003389,180,defective,8.68,1
R005219,O029772,C0003389,189,duplicate_order,54.18,1
R005220,O029773,C0003389,192,changed_mind,48.43,1
R005221,O029777,C0003390,95,defective,18.89,0
R005222,O029792,C0003392,63,other,15.64,0
R005223,O029832,C0003397,70,other,34.09,0
R005224,O029835,C0003397,152,changed_mind,13.39,0
R005225,O029841,C0003398,209,changed_mind,36.57,0
R005226,O029853,C0003400,76,size_fit,14.64,0
R005227,O029857,C0003400,122,defective,41.05,0
R005228,O029900,C0003406,111,defective,28.05,0
R005229,O029912,C0003408,87,changed_mind,6.1,1
R005230,O029913,C0003408,100,not_as_described,37.02,1
R005231,O029914,C0003408,117,not_as_described,25.02,1
R005232,O029918,C0003409,84,other,5.83,1
R005233,O029921,C0003409,106,changed_mind,38.88,1
R005234,O029928,C0003410,129,size_fit,62.61,0
R005235,O029937,C0003410,209,changed_mind,10.3,0
R005236,O029941,C0003411,88,size_fit,19.16,0
R005237,O029958,C0003413,103,changed_mind,19.13,1
R005238,O029960,C0003413,119,changed_mind,37.31,1
R005239,O029961,C0003413,137,changed_mind,15.06,1
R005240,O029962,C0003413,140,size_fit,58.73,1
R005241,O029963,C0003413,169,changed_mind,10.25,1
R005242,O029966,C0003414,145,changed_mind,7.81,1
R005243,O029967,C0003414,182,other,22.31,1
R005244,O029969,C0003414,202,not_as_described,19.36,1
R005245,O029994,C0003417,202,duplicate_order,9.45,0
R005246,O029998,C0003418,30,changed_mind,10.74,1
R005247,O029999,C0003418,53,changed_mind,25.44,1
R005248,O030000,C0003418,54,size_fit,19.51,1
R005249,O030003,C0003418,134,changed_mind,26.65,1
R005250,O030006,C0003418,154,defective,33.72,1
R005251,O030007,C0003418,179,not_as_described,18.17,1
R005252,O030008,C0003418,209,defective,18.63,1
R005253,O030009,C0003419,117,not_as_described,21.69,1
R005254,O030011,C0003419,140,changed_mind,12.97,1
R005255,O030013,C0003419,180,not_as_described,26.09,1
R005256,O030017,C0003420,61,changed_mind,16.14,0
R005257,O030021,C0003420,157,defective,27.61,0
R005258,O030030,C0003422,103,duplicate_order,12.89,0
R005259,O030032,C0003422,139,changed_mind,12.91,0
R005260,O030034,C0003422,142,changed_mind,30.88,0
R005261,O030038,C0003423,74,defective,22.54,0
R005262,O030046,C0003424,105,changed_mind,46.54,1
R005263,O030047,C0003424,114,changed_mind,38.03,1
R005264,O030081,C0003427,129,defective,23.27,0
R005265,O030088,C0003428,127,defective,12.26,0
R005266,O030091,C0003429,132,changed_mind,59.8,1
R005267,O030092,C0003429,134,defective,13.83,1
R005268,O030095,C0003429,193,changed_mind,14.65,1
