customer_id,cluster_id,split
C0002329,C0002329,train
C0002330,C0002330,train
C0002331,C0003957,train
C0002332,C0002332,train
C0002333,C0002333,train
C0002334,C0002334,train
C0002335,C0002335,train
C0002336,C0002336,train
C0002337,C0002337,train
C0002338,C0002338,train
C0002339,C0004127,train
C0002340,C0002340,test
C0002341,C0002341,train
C0002342,C0002342,train
C0002343,C0002343,train
C0002344,C0002344,test
C0002345,C0002345,val
C0002346,C0002346,train
C0002347,C0001524,train
C0002348,C0002348,test
C0002349,C0002349,test
C0002350,C0002350,train
C0002351,C0002351,test
C0002352,C0002352,train
C0002353,C0004770,train
C0002354,C0002354,train
C0002355,C0005843,test
C0002356,C0002356,train
C0002357,C0002357,train
C0002358,C0003206,test
C0002359,C0003647,train
C0002360,C0005478,test
C0002361,C0005624,train
C0002362,C0002362,test
C0002363,C0002363,train
C0002364,C0002364,train
C0002365,C0002365,test
C0002366,C0002366,train
C0002367,C0005176,train
C0002368,C0002368,test
C0002369,C0002369,test
C0002370,C0002370,train
C0002371,C0002371,train
C0002372,C0002372,train
C0002373,C0002373,train
C0002374,C0002374,train
C0002375,C0002375,train
C0002376,C0003567,train
C0002377,C0002377,train
C0002378,C0002378,train
C0002379,C0002379,val
C0002380,C0002380,train
C0002381,C0002381,val
C0002382,C0004876,val
C0002383,C0002383,test
C0002384,C0002384,val
C0002385,C0002385,train
C0002386,C0003817,test
C0002387,C0002387,test
C0002388,C0002388,train
C0002389,C0000865,train
C0002390,C0002390,test
C0002391,C0002391,train
C0002392,C0002392,val
C0002393,C0002393,train
C0002394,C0004359,val
C0002395,C0002395,train
C0002396,C0002396,train
C0002397,C0002397,test
C0002398,C0002398,test
C0002399,C0002399,test
C0002400,C0002400,train
C0002401,C0002505,test
C0002402,C0002402,test
C0002403,C0002403,train
C0002404,C0002404,test
C0002405,C0002405,train
C0002406,C0002406,train
C0002407,C0002407,train
C0002408,C0002408,train
C0002409,C0002409,val
C0002410,C0002410,train
C0002411,C0002411,train
C0002412,C0005426,train
C0002413,C0002413,val
C0002414,C0002414,val
C0002415,C0002415,train
C0002416,C0002416,train
C0002417,C0002417,train
C0002418,C0002418,train
C0002419,C0002419,train
C0002420,C0002420,train
C0002421,C0004461,train
C0002422,C0002422,test
C0002423,C0002423,test
C0002424,C0003233,test
C0002425,C0005919,train
C0002426,C0002426,test
C0002427,C0002427,train
C0002428,C0002428,train
C0002429,C0002429,train
C0002430,C0002430,train
C0002431,C0002431,train
C0002432,C0002432,train
C0002433,C0002433,train
C0002434,C0002434,train
C0002435,C0002435,test
C0002436,C0002436,train
C0002437,C0002437,test
C0002438,C0004452,test
C0002439,C0002439,train
C0002440,C0002440,val
C0002441,C0002441,train
C0002442,C0002442,train
C0002443,C0004852,train
C0002444,C0002444,train
C0002445,C0002445,val
C0002446,C0002446,train
C0002447,C0002447,train
C0002448,C0002448,val
C0002449,C0002449,test
C0002450,C0005050,train
C0002451,C0002451,test
C0002452,C0002452,test
C0002453,C0002453,train
C0002454,C0002454,test
C0002455,C0002455,test
C0002456,C0002456,train
C0002457,C0002457,train
C0002458,C0002458,train
C0002459,C0002459,train
C0002460,C0002460,train
C0002461,C0002461,val
C0002462,C0002462,test
C0002463,C0004452,test
C0002464,C0002464,train
C0002465,C0002465,train
C0002466,C0002466,train
C0002467,C0002467,train
C0002468,C0002468,train
C0002469,C0002469,train
C0002470,C0002470,train
C0002471,C0002471,val
C0002472,C0002472,train
C0002473,C0002245,val
C0002474,C0002474,val
C0002475,C0002475,train
C0002476,C0002476,val
C0002477,C0005133,train
C0002478,C0001738,train
C0002479,C0002479,train
C0002480,C0005369,test
C0002481,C0003126,train
C0002482,C0002482,train
C0002483,C0002483,train
C0002484,C0002484,train
C0002485,C0003801,train
C0002486,C0002486,test
C0002487,C0002487,test
C0002488,C0002763,test
C0002489,C0005104,test
C0002490,C0002490,train
C0002491,C0002491,train
C0002492,C0002492,train
C0002493,C0002493,test
C0002494,C0004962,train
C0002495,C0002495,train
C0002496,C0002496,train
C0002497,C0002497,test
C0002498,C0005927,train
C0002499,C0002499,train
C0002500,C0002500,test
C0002501,C0002501,train
C0002502,C0002502,val
C0002503,C0002503,val
C0002504,C0002504,train
C0002505,C0002505,test
C0002506,C0002506,test
C0002507,C0002507,train
C0002508,C0002508,train
C0002509,C0002509,train
C0002510,C0000865,train
C0002511,C0002511,train
C0002512,C0002512,test
C0002513,C0002513,train
C0002514,C0002514,train
C0002515,C0002515,train
C0002516,C0004645,train
C0002517,C0002517,train
C0002518,C0002518,train
C0002519,C0002519,val
C0002520,C0002520,val
C0002521,C0002820,train
C0002522,C0002522,train
C0002523,C0003305,train
C0002524,C0002524,test
C0002525,C0002525,train
C0002526,C0002526,train
C0002527,C0002527,train
C0002528,C0003348,train
C0002529,C0002529,train
C0002530,C0002530,train
C0002531,C0002531,train
C0002532,C0002532,train
C0002533,C0004512,train
C0002534,C0002720,train
C0002535,C0002535,train
C0002536,C0002536,train
C0002537,C0005218,train
C0002538,C0002538,train
C0002539,C0002539,test
C0002540,C0002540,test
C0002541,C0002541,test
C0002542,C0002820,train
C0002543,C0002543,train
C0002544,C0005886,test
C0002545,C0002545,test
C0002546,C0002546,train
C0002547,C0002547,train
C0002548,C0003092,train
C0002549,C0002549,train
C0002550,C0002550,val
C0002551,C0002551,train
C0002552,C0002552,train
C0002553,C0002553,test
C0002554,C0002554,train
C0002555,C0002555,test
C0002556,C0002556,train
C0002557,C0002557,val
C0002558,C0002558,test
C0002559,C0002559,train
C0002560,C0002560,val
C0002561,C0002561,train
C0002562,C0002562,train
C0002563,C0002563,val
C0002564,C0002564,train
C0002565,C0002565,train
C0002566,C0002566,train
C0002567,C0002567,train
C0002568,C0002568,train
C0002569,C0002569,train
C0002570,C0002570,train
C0002571,C0003676,train
C0002572,C0005555,train
C0002573,C0002573,train
C0002574,C0002574,train
C0002575,C0002575,train
C0002576,C0002576,train
C0002577,C0002577,val
C0002578,C0002578,test
C0002579,C0002579,train
C0002580,C0002580,test
C0002581,C0002581,train
C0002582,C0005769,train
C0002583,C0003933,train
C0002584,C0002584,train
C0002585,C0002585,val
C0002586,C0002586,test
C0002587,C0002587,train
C0002588,C0002588,train
C0002589,C0002589,train
C0002590,C0002590,train
C0002591,C0005104,test
C0002592,C0002592,train
C0002593,C0002593,train
C0002594,C0002594,test
C0002595,C0002595,train
C0002596,C0002596,train
C0002597,C0002597,train
C0002598,C0002598,train
C0002599,C0002599,train
C0002600,C0002600,train
C0002601,C0002601,train
C0002602,C0002602,train
C0002603,C0002603,train
C0002604,C0002604,train
C0002605,C0002605,test
C0002606,C0002606,train
C0002607,C0001852,train
C0002608,C0002608,train
C0002609,C0002609,test
C0002610,C0002610,val
C0002611,C0002611,train
C0002612,C0002612,train
C0002613,C0002613,train
C0002614,C0002614,train
C0002615,C0002615,train
C0002616,C0002616,train
C0002617,C0002617,test
C0002618,C0002618,train
C0002619,C0004228,train
C0002620,C0002620,train
C0002621,C0002621,test
C0002622,C0002622,train
C0002623,C0002623,test
C0002624,C0002624,train
C0002625,C0002625,train
C0002626,C0002626,train
C0002627,C0001528,train
C0002628,C0002628,train
C0002629,C0002629,train
C0002630,C0002630,train
C0002631,C0002631,train
C0002632,C0002632,train
C0002633,C0002633,val
C0002634,C0002634,train
C0002635,C0002635,train
C0002636,C0002636,train
C0002637,C0003126,train
C0002638,C0002638,test
C0002639,C0002639,train
C0002640,C0002640,train
C0002641,C0002641,test
C0002642,C0002642,train
C0002643,C0002643,train
C0002644,C0005414,test
C0002645,C0002645,train
C0002646,C0002646,train
C0002647,C0002715,train
C0002648,C0002648,val
C0002649,C0004755,val
C0002650,C0005886,test
C0002651,C0004755,val
C0002652,C0002652,train
C0002653,C0002653,test
C0002654,C0002654,train
C0002655,C0002655,test
C0002656,C0002656,test
C0002657,C0004833,test
C0002658,C0002658,train
C0002659,C0002659,train
C0002660,C0002660,test
C0002661,C0002661,train
C0002662,C0002662,test
C0002663,C0002663,train
C0002664,C0005343,train
C0002665,C0002665,train
C0002666,C0002666,val
C0002667,C0002667,test
C0002668,C0002668,train
C0002669,C0004663,train
C0002670,C0005843,test
C0002671,C0002671,train
C0002672,C0004837,test
C0002673,C0002673,test
C0002674,C0002674,train
C0002675,C0005761,test
C0002676,C0002676,train
C0002677,C0002677,train
C0002678,C0002678,train
C0002679,C0002679,train
C0002680,C0002680,train
C0002681,C0002681,train
C0002682,C0002682,train
C0002683,C0002683,train
C0002684,C0002684,train
C0002685,C0002685,train
C0002686,C0004069,test
C0002687,C0002687,val
C0002688,C0002688,train
C0002689,C0002689,test
C0002690,C0003040,train
C0002691,C0002691,train
C0002692,C0001711,test
C0002693,C0002693,train
C0002694,C0002694,val
C0002695,C0002695,train
C0002696,C0002696,train
C0002697,C0002697,train
C0002698,C0002698,val
C0002699,C0002699,train
C0002700,C0002700,train
C0002701,C0002701,train
C0002702,C0002702,train
C0002703,C0002703,train
C0002704,C0002704,test
C0002705,C0002705,test
C0002706,C0002706,train
C0002707,C0002707,train
C0002708,C0004365,test
C0002709,C0002709,train
C0002710,C0002710,val
C0002711,C0003222,train
C0002712,C0002712,test
C0002713,C0002713,val
C0002714,C0004359,val
C0002715,C0002715,train
C0002716,C0002716,train
C0002717,C0002717,train
C0002718,C0002718,train
C0002719,C0004938,train
C0002720,C0002720,train
C0002721,C0002721,train
C0002722,C0002722,train
C0002723,C0002723,val
C0002724,C0002724,train
C0002725,C0002725,train
C0002726,C0002726,train
C0002727,C0002727,train
C0002728,C0002728,train
C0002729,C0002729,train
C0002730,C0002730,train
C0002731,C0002731,test
C0002732,C0002732,train
C0002733,C0000799,train
C0002734,C0002734,train
C0002735,C0002735,train
C0002736,C0002736,val
C0002737,C0002737,train
C0002738,C0002738,val
C0002739,C0002739,val
C0002740,C0002740,train
C0002741,C0002741,train
C0002742,C0002742,train
C0002743,C0002743,train
C0002744,C0002744,train
C0002745,C0002745,train
C0002746,C0002746,train
C0002747,C0002747,train
C0002748,C0002748,val
C0002749,C0002749,train
C0002750,C0002750,train
C0002751,C0004737,train
C0002752,C0001797,train
C0002753,C0004419,train
C0002754,C0002754,train
C0002755,C0002755,train
C0002756,C0002756,train
C0002757,C0002757,train
C0002758,C0002758,train
C0002759,C0002759,train
C0002760,C0002760,test
C0002761,C0002761,train
C0002762,C0002762,train
C0002763,C0002763,test
C0002764,C0002764,train
C0002765,C0004546,train
C0002766,C0002766,train
C0002767,C0002767,train
C0002768,C0002768,train
C0002769,C0002769,test
C0002770,C0002770,train
C0002771,C0002771,train
C0002772,C0002772,train
C0002773,C0002773,train
C0002774,C0002774,val
C0002775,C0003576,train
C0002776,C0002776,train
C0002777,C0002777,test
C0002778,C0002778,train
C0002779,C0002779,train
C0002780,C0002780,train
C0002781,C0002781,train
C0002782,C0002782,train
C0002783,C0002783,train
C0002784,C0002784,train
C0002785,C0002785,val
C0002786,C0002786,train
C0002787,C0002787,train
C0002788,C0005050,train
C0002789,C0002789,val
C0002790,C0002790,train
C0002791,C0002791,train
C0002792,C0004327,train
C0002793,C0002793,train
C0002794,C0002794,train
C0002795,C0002795,val
C0002796,C0002796,test
C0002797,C0002797,train
C0002798,C0002798,val
C0002799,C0002799,train
C0002800,C0004953,train
C0002801,C0002801,train
C0002802,C0005028,train
C0002803,C0002803,train
C0002804,C0002804,train
C0002805,C0002805,test
C0002806,C0004090,train
C0002807,C0002807,train
C0002808,C0002808,train
C0002809,C0002809,train
C0002810,C0002810,train
C0002811,C0002811,train
C0002812,C0002812,train
C0002813,C0004291,val
C0002814,C0002814,train
C0002815,C0002815,train
C0002816,C0002816,train
C0002817,C0002817,train
C0002818,C0005878,train
C0002819,C0002819,test
C0002820,C0002820,train
C0002821,C0002821,train
C0002822,C0003567,train
C0002823,C0004797,train
C0002824,C0002824,val
C0002825,C0002825,test
C0002826,C0002826,val
C0002827,C0002827,train
C0002828,C0004645,train
C0002829,C0002829,train
C0002830,C0002830,train
C0002831,C0005231,test
C0002832,C0002832,train
C0002833,C0002833,train
C0002834,C0002834,train
C0002835,C0002835,train
C0002836,C0002836,train
C0002837,C0002837,train
C0002838,C0002838,train
C0002839,C0002839,train
C0002840,C0002840,test
C0002841,C0002841,test
C0002842,C0002842,train
C0002843,C0002843,val
C0002844,C0002844,test
C0002845,C0002845,train
C0002846,C0002846,train
C0002847,C0002847,val
C0002848,C0001528,train
C0002849,C0002849,train
C0002850,C0002850,test
C0002851,C0002851,test
C0002852,C0002852,train
C0002853,C0002853,test
C0002854,C0002854,train
C0002855,C0005369,test
C0002856,C0002856,train
C0002857,C0002857,train
C0002858,C0002858,val
C0002859,C0002859,train
C0002860,C0002860,val
C0002861,C0002861,train
C0002862,C0004799,test
C0002863,C0002863,test
C0002864,C0002864,test
C0002865,C0002865,train
C0002866,C0002866,test
C0002867,C0005498,test
C0002868,C0002868,val
C0002869,C0002869,train
C0002870,C0002870,val
C0002871,C0005755,train
C0002872,C0002872,train
C0002873,C0002873,train
C0002874,C0002874,val
C0002875,C0002875,train
C0002876,C0002876,val
C0002877,C0003348,train
C0002878,C0002878,train
C0002879,C0002879,train
C0002880,C0004865,val
C0002881,C0002881,train
C0002882,C0002882,train
C0002883,C0003424,train
C0002884,C0004541,train
C0002885,C0003567,train
C0002886,C0002886,train
C0002887,C0002887,train
C0002888,C0002888,train
C0002889,C0002889,test
C0002890,C0002890,train
C0002891,C0002891,train
C0002892,C0003424,train
C0002893,C0002893,val
C0002894,C0002894,train
C0002895,C0002895,test
C0002896,C0002896,train
C0002897,C0002897,train
C0002898,C0002898,train
C0002899,C0002899,test
C0002900,C0004432,test
C0002901,C0002901,train
C0002902,C0002902,train
C0002903,C0002903,train
C0002904,C0002904,train
C0002905,C0002905,train
C0002906,C0002906,train
C0002907,C0002907,train
C0002908,C0002908,test
C0002909,C0002909,train
C0002910,C0002910,train
C0002911,C0002911,train
C0002912,C0002912,train
C0002913,C0002913,test
C0002914,C0002914,train
C0002915,C0002915,train
C0002916,C0002916,train
C0002917,C0002917,train
C0002918,C0002918,train
C0002919,C0005176,train
C0002920,C0002920,val
C0002921,C0002921,train
C0002922,C0002922,train
C0002923,C0002923,train
C0002924,C0002924,train
C0002925,C0002925,train
C0002926,C0002926,test
C0002927,C0002927,train
C0002928,C0002928,train
C0002929,C0002929,train
C0002930,C0002930,train
C0002931,C0002931,train
C0002932,C0002932,train
C0002933,C0005624,train
C0002934,C0002934,train
C0002935,C0005414,test
C0002936,C0002936,test
C0002937,C0002937,train
C0002938,C0002938,test
C0002939,C0002939,test
C0002940,C0001413,train
C0002941,C0002941,val
C0002942,C0004614,val
C0002943,C0002943,train
C0002944,C0002944,train
C0002945,C0002945,train
C0002946,C0002946,train
C0002947,C0005648,train
C0002948,C0005960,train
C0002949,C0002949,val
C0002950,C0002950,train
C0002951,C0002951,train
C0002952,C0002952,train
C0002953,C0002953,train
C0002954,C0002954,val
C0002955,C0002955,test
C0002956,C0004663,train
C0002957,C0002957,train
C0002958,C0002958,train
C0002959,C0002959,test
C0002960,C0004341,val
C0002961,C0002961,train
C0002962,C0002962,train
C0002963,C0002963,train
C0002964,C0004546,train
C0002965,C0002965,test
C0002966,C0002966,train
C0002967,C0002967,train
C0002968,C0002968,test
C0002969,C0002969,val
C0002970,C0002970,train
C0002971,C0002971,train
C0002972,C0002972,test
C0002973,C0002973,train
C0002974,C0002974,test
C0002975,C0002975,train
C0002976,C0002976,train
C0002977,C0002977,train
C0002978,C0002978,train
C0002979,C0002979,test
C0002980,C0002980,train
C0002981,C0002981,test
C0002982,C0002982,train
C0002983,C0002983,train
C0002984,C0002984,train
C0002985,C0002985,train
C0002986,C0002986,test
C0002987,C0002987,train
C0002988,C0003603,test
C0002989,C0002989,train
C0002990,C0002990,test
C0002991,C0002991,test
C0002992,C0002992,train
C0002993,C0005269,val
C0002994,C0002994,test
C0002995,C0002995,val
C0002996,C0005709,train
C0002997,C0002997,val
C0002998,C0002998,test
C0002999,C0002999,train
C0003000,C0002684,train
C0003001,C0003001,train
C0003002,C0003002,train
C0003003,C0003003,train
C0003004,C0004584,train
C0003005,C0003005,test
C0003006,C0003006,test
C0003007,C0003007,test
C0003008,C0003008,train
C0003009,C0003902,train
C0003010,C0003010,train
C0003011,C0003011,val
C0003012,C0004618,train
C0003013,C0003013,train
C0003014,C0003014,test
C0003015,C0003015,train
C0003016,C0003016,train
C0003017,C0005085,train
C0003018,C0003018,test
C0003019,C0003019,train
C0003020,C0003020,train
C0003021,C0005692,train
C0003022,C0003022,train
C0003023,C0000799,train
C0003024,C0005919,train
C0003025,C0003025,train
C0003026,C0003661,val
C0003027,C0003027,train
C0003028,C0003028,train
C0003029,C0003029,train
C0003030,C0003030,train
C0003031,C0005856,train
C0003032,C0003032,train
C0003033,C0005755,train
C0003034,C0003034,train
C0003035,C0003035,train
C0003036,C0003254,test
C0003037,C0003037,val
C0003038,C0003038,train
C0003039,C0003039,train
C0003040,C0003040,train
C0003041,C0003041,train
C0003042,C0003042,test
C0003043,C0003043,train
C0003044,C0003044,train
C0003045,C0003045,train
C0003046,C0003046,val
C0003047,C0005144,test
C0003048,C0003048,train
C0003049,C0004291,val
C0003050,C0003050,train
C0003051,C0005647,train
C0003052,C0003052,train
C0003053,C0003053,val
C0003054,C0003054,train
C0003055,C0003055,train
C0003056,C0003056,train
C0003057,C0004706,train
C0003058,C0003058,train
C0003059,C0003059,train
C0003060,C0003060,train
C0003061,C0003061,train
C0003062,C0003062,train
C0003063,C0003063,train
C0003064,C0003064,train
C0003065,C0005915,train
C0003066,C0003066,train
C0003067,C0003067,train
C0003068,C0003068,train
C0003069,C0003069,train
C0003070,C0003070,train
C0003071,C0003783,train
C0003072,C0003072,test
C0003073,C0003073,test
C0003074,C0003074,test
C0003075,C0003075,train
C0003076,C0003076,train
C0003077,C0003077,val
C0003078,C0003078,test
C0003079,C0003079,train
C0003080,C0003080,train
C0003081,C0003902,train
C0003082,C0003082,val
C0003083,C0004706,train
C0003084,C0003084,val
C0003085,C0003085,val
C0003086,C0003086,train
C0003087,C0003087,test
C0003088,C0003088,train
C0003089,C0003089,train
C0003090,C0003090,train
C0003091,C0003091,test
C0003092,C0003092,train
C0003093,C0003093,train
C0003094,C0004736,train
C0003095,C0003095,train
C0003096,C0003096,train
C0003097,C0004432,test
C0003098,C0003098,train
C0003099,C0003099,train
C0003100,C0003100,train
C0003101,C0003101,test
C0003102,C0004953,train
C0003103,C0003103,test
C0003104,C0003104,train
C0003105,C0003105,train
C0003106,C0003106,val
C0003107,C0003107,train
C0003108,C0005802,train
C0003109,C0003583,train
C0003110,C0005877,train
C0003111,C0003111,train
C0003112,C0003334,val
C0003113,C0003113,train
C0003114,C0003114,train
C0003115,C0003115,test
C0003116,C0003116,test
C0003117,C0005792,train
C0003118,C0003118,val
C0003119,C0005927,train
C0003120,C0003120,train
C0003121,C0003121,train
C0003122,C0003122,val
C0003123,C0003123,test
C0003124,C0003124,train
C0003125,C0003125,train
C0003126,C0003126,train
C0003127,C0004049,train
C0003128,C0003128,train
C0003129,C0003129,test
C0003130,C0003130,train
C0003131,C0003131,test
C0003132,C0003132,train
C0003133,C0003133,test
C0003134,C0003134,train
C0003135,C0003135,train
C0003136,C0003136,test
C0003137,C0003137,train
C0003138,C0003138,train
C0003139,C0003139,train
C0003140,C0003140,train
C0003141,C0005356,val
C0003142,C0003142,train
C0003143,C0003143,train
C0003144,C0003144,test
C0003145,C0003145,test
C0003146,C0003146,train
C0003147,C0004127,train
C0003148,C0004475,train
C0003149,C0003149,train
C0003150,C0003150,train
C0003151,C0003151,train
C0003152,C0003152,train
C0003153,C0003153,test
C0003154,C0003154,train
C0003155,C0003155,train
C0003156,C0003156,val
C0003157,C0003157,val
C0003158,C0003158,train
C0003159,C0003159,train
C0003160,C0003160,train
C0003161,C0003161,val
C0003162,C0003162,train
C0003163,C0003163,test
C0003164,C0003164,train
C0003165,C0003165,train
C0003166,C0003166,train
C0003167,C0003167,test
C0003168,C0003168,test
C0003169,C0005176,train
C0003170,C0003170,train
C0003171,C0003661,val
C0003172,C0003172,train
C0003173,C0003173,train
C0003174,C0003174,train
C0003175,C0003175,train
C0003176,C0003176,train
C0003177,C0003177,test
C0003178,C0003710,train
C0003179,C0003179,train
C0003180,C0003180,train
C0003181,C0003181,train
C0003182,C0003182,val
C0003183,C0003183,val
C0003184,C0003184,train
C0003185,C0003185,train
C0003186,C0003186,test
C0003187,C0003187,train
C0003188,C0003188,test
C0003189,C0003189,train
C0003190,C0003190,train
C0003191,C0003191,train
C0003192,C0003192,train
C0003193,C0003193,train
C0003194,C0005498,test
C0003195,C0004953,train
C0003196,C0003196,val
C0003197,C0003197,train
C0003198,C0003198,train
C0003199,C0004953,train
C0003200,C0003200,test
C0003201,C0003201,val
C0003202,C0003202,val
C0003203,C0003203,train
C0003204,C0003204,train
C0003205,C0005070,train
C0003206,C0003206,test
C0003207,C0003207,train
C0003208,C0003208,train
C0003209,C0003209,test
C0003210,C0003210,test
C0003211,C0003211,train
C0003212,C0003212,test
C0003213,C0003213,val
C0003214,C0003214,val
C0003215,C0003215,train
C0003216,C0003216,test
C0003217,C0003217,train
C0003218,C0003218,train
C0003219,C0003219,train
C0003220,C0003220,train
C0003221,C0003221,test
C0003222,C0003222,train
C0003223,C0003223,train
C0003224,C0003224,test
C0003225,C0003225,train
C0003226,C0002545,test
C0003227,C0003227,train
C0003228,C0003228,test
C0003229,C0003229,train
C0003230,C0003230,train
C0003231,C0001711,test
C0003232,C0003232,test
C0003233,C0003233,test
C0003234,C0003234,test
C0003235,C0003235,train
C0003236,C0003236,test
C0003237,C0003237,test
C0003238,C0003238,test
C0003239,C0003239,train
C0003240,C0003240,train
C0003241,C0005144,test
C0003242,C0001413,train
C0003243,C0003243,train
C0003244,C0003244,train
C0003245,C0003245,train
C0003246,C0003246,train
C0003247,C0005144,test
C0003248,C0003248,test
C0003249,C0003249,train
C0003250,C0003250,train
C0003251,C0003251,train
C0003252,C0003252,val
C0003253,C0003253,test
C0003254,C0003254,test
C0003255,C0003891,train
C0003256,C0003256,train
C0003257,C0003257,test
C0003258,C0003258,test
C0003259,C0003259,train
C0003260,C0003260,train
C0003261,C0003261,train
C0003262,C0003262,train
C0003263,C0003263,test
C0003264,C0003264,train
C0003265,C0003265,test
C0003266,C0003266,train
C0003267,C0003267,test
C0003268,C0003268,test
C0003269,C0003269,train
C0003270,C0003270,train
C0003271,C0003271,train
C0003272,C0003272,test
C0003273,C0003273,test
C0003274,C0003274,train
C0003275,C0005877,train
C0003276,C0003276,val
C0003277,C0003277,test
C0003278,C0003278,train
C0003279,C0003279,train
C0003280,C0003280,train
C0003281,C0003281,test
C0003282,C0003282,train
C0003283,C0003283,val
C0003284,C0003284,train
C0003285,C0003285,test
C0003286,C0003286,test
C0003287,C0003591,train
C0003288,C0003288,train
C0003289,C0003289,train
C0003290,C0003290,train
C0003291,C0003291,test
C0003292,C0003292,train
C0003293,C0005762,val
C0003294,C0003294,train
C0003295,C0003295,train
C0003296,C0003296,test
C0003297,C0003297,train
C0003298,C0003298,train
C0003299,C0003299,train
C0003300,C0004614,val
C0003301,C0003301,train
C0003302,C0003302,test
C0003303,C0003303,train
C0003304,C0003304,test
C0003305,C0003305,train
C0003306,C0003306,train
C0003307,C0003307,train
C0003308,C0003308,train
C0003309,C0005414,test
C0003310,C0003310,train
C0003311,C0003311,train
C0003312,C0003312,val
C0003313,C0003313,train
C0003314,C0003314,train
C0003315,C0003315,test
C0003316,C0003316,train
C0003317,C0003317,train
C0003318,C0003318,train
C0003319,C0003319,train
C0003320,C0004342,test
C0003321,C0003321,train
C0003322,C0003322,train
C0003323,C0005050,train
C0003324,C0003324,test
C0003325,C0003325,train
C0003326,C0004788,val
C0003327,C0003327,train
C0003328,C0003328,val
C0003329,C0003329,train
C0003330,C0003330,test
C0003331,C0003331,train
C0003332,C0003332,train
C0003333,C0003333,train
C0003334,C0003334,val
C0003335,C0003335,train
C0003336,C0003336,test
C0003337,C0004786,train
C0003338,C0003338,train
C0003339,C0004228,train
C0003340,C0003340,val
C0003341,C0003341,train
C0003342,C0003342,train
C0003343,C0003343,val
C0003344,C0003344,train
C0003345,C0003648,train
C0003346,C0005075,train
C0003347,C0003347,train
C0003348,C0003348,train
C0003349,C0003349,train
C0003350,C0005176,train
C0003351,C0003351,train
C0003352,C0005531,test
C0003353,C0003353,train
C0003354,C0003354,train
C0003355,C0005763,test
C0003356,C0003356,train
C0003357,C0003357,train
C0003358,C0001797,train
C0003359,C0003359,train
C0003360,C0003360,train
C0003361,C0003361,val
C0003362,C0003362,test
C0003363,C0003363,train
C0003364,C0005498,test
C0003365,C0003365,val
C0003366,C0003366,train
C0003367,C0003367,test
C0003368,C0003368,train
C0003369,C0005144,test
C0003370,C0003370,test
C0003371,C0003371,val
C0003372,C0003372,train
C0003373,C0005977,train
C0003374,C0003374,train
C0003375,C0003375,train
C0003376,C0003376,train
C0003377,C0003377,train
C0003378,C0003378,test
C0003379,C0003379,train
C0003380,C0003380,train
C0003381,C0003381,train
C0003382,C0003382,train
C0003383,C0003383,train
C0003384,C0005755,train
C0003385,C0003385,val
C0003386,C0003286,test
C0003387,C0003387,train
C0003388,C0003388,val
C0003389,C0002088,train
C0003390,C0003390,train
C0003391,C0003391,val
C0003392,C0003392,train
C0003393,C0003393,train
C0003394,C0003394,train
C0003395,C0003395,train
C0003396,C0003396,val
C0003397,C0003397,test
C0003398,C0003398,train
C0003399,C0003399,train
C0003400,C0003400,train
C0003401,C0003401,train
C0003402,C0003402,train
C0003403,C0003403,train
C0003404,C0003404,train
C0003405,C0003405,train
C0003406,C0003406,test
C0003407,C0003407,train
C0003408,C0003408,test
C0003409,C0005624,train
C0003410,C0003410,val
C0003411,C0003411,train
C0003412,C0003412,test
C0003413,C0004786,train
C0003414,C0005792,train
C0003415,C0003415,train
C0003416,C0003416,val
C0003417,C0003417,train
C0003418,C0003418,train
C0003419,C0005801,train
C0003420,C0003420,train
C0003421,C0003421,test
C0003422,C0003422,val
C0003423,C0003423,train
C0003424,C0003424,train
C0003425,C0003425,train
C0003426,C0003426,test
C0003427,C0003427,train
C0003428,C0003428,test
C0003429,C0005162,train
C0003430,C0003430,train
C0003431,C0001261,val
C0003432,C0003432,test
C0003433,C0003433,train
C0003434,C0003434,train
C0003435,C0003435,train
C0003436,C0003436,train
C0003437,C0003437,train
C0003438,C0003438,train
C0003439,C0003439,train
C0003440,C0003440,train
C0003441,C0003441,train
C0003442,C0005761,test
C0003443,C0005624,train
C0003444,C0003444,test
C0003445,C0003445,train
C0003446,C0003446,train
C0003447,C0003447,train
C0003448,C0003448,train
C0003449,C0003449,test
C0003450,C0003450,test
C0003451,C0003451,train
C0003452,C0003452,train
C0003453,C0003453,test
C0003454,C0003454,train
C0003455,C0003455,test
C0003456,C0005133,train
C0003457,C0003457,val
C0003458,C0003458,train
C0003459,C0003459,val
C0003460,C0003460,train
C0003461,C0003461,train
C0003462,C0003462,train
C0003463,C0005050,train
C0003464,C0003464,train
C0003465,C0003465,test
C0003466,C0003466,train
C0003467,C0003467,train
C0003468,C0003468,train
C0003469,C0003469,train
C0003470,C0003470,train
C0003471,C0003471,test
C0003472,C0003472,test
C0003473,C0003473,test
C0003474,C0003474,test
C0003475,C0003475,val
C0003476,C0004737,train
C0003477,C0003477,test
C0003478,C0003478,val
C0003479,C0003479,train
C0003480,C0003480,val
C0003481,C0003481,train
C0003482,C0003482,train
C0003483,C0003483,val
C0003484,C0003484,train
C0003485,C0003485,train
C0003486,C0003486,train
C0003487,C0003487,train
C0003488,C0003488,train
C0003489,C0005478,test
C0003490,C0003490,train
C0003491,C0003491,train
C0003492,C0003492,train
C0003493,C0003493,train
